talk_id,author,institution,location
80,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
80,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
80,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
80,Jason Singhurst,TPWD,"Austin, TX, USA"
81,Preston Richardson,CKWRI / TAMUK,"Kingsville, TX, USA"
81,Evan Rangel,Texas A&M University Kingsville,"Kingsville, TX, USA"
81,Jacob Reyes,CKWRI / TAMUK,"Kingsville, TX, USA"
81,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
81,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
82,Evan Rangel,Texas A&M University Kingsville,"Kingsville, TX, USA"
82,Jacob Reyes,CKWRI / TAMUK,"Kingsville, TX, USA"
82,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
82,Ruby Ayala,NA,"Laredo, TX, USA"
82,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
83,Anna Mehner,University of Texas Rio Grande Valley,"Port Isabel, TX, USA"
83,John Young,TExas Department Transportation,"Austin, TX, USA"
83,Richard Kline,UTRGV,"Brownsville, TX, USA"
84,Andres Rosales,Texas A&M University Kingsville,"78363, TX, USA"
84,Tara Rodkey,Texas A&M University Kingsville,"Kingsville, TX, USA"
84,Richard Lanctot,U.S. Fish and Wildlife Service,"Anchorage, AK, USA"
84,Lee Tibbitts,U.S. Geological Service,"Anchorage, AK, USA"
84,Bart Ballard,Texas A&M University-Kingsville,"Kingsville, TX, USA"
85,Audrey Crawford,Texas Tech University,"Lubbock, TX, USA"
85,Conner Green,Texas Tech University,"Lubbock, TX, USA"
85,Billy Huynh,Texas Tech University,"Lubbock, TX, USA"
85,Brent Bibles,Unity College,"New Gloucester, ME, USA"
85,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
86,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
86,Mason Helm,Stephen F. Austin State University,"Nacogdoches, TX, USA"
86,Andrew Mullaney,Stephen F. Austin State University,"Nacogdoches, TX, USA"
86,Duston Duffie,CKWRI / TAMUK,"Kingsville, TX, USA"
86,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
87,Katie Pennartz,Texas A&M University - Kingsville,"Kingsville, TX, USA"
87,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
87,Megan Clayton,Texas A&M AgriLife Extension Service,"Uvalde, TX, USA"
87,Anthony Falk,"Texas A&M University - Kingsville, Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
87,Humberto Perotto,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
88,Duston Duffie,CKWRI / TAMUK,"Kingsville, TX, USA"
88,Andrew Mullaney,Stephen F. Austin State University,"Nacogdoches, TX, USA"
88,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
88,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
89,Alejandra Gage,University of North Texas,"Denton, TX, USA"
89,James Bednarz,University of North Texas,"Denton, TX, USA"
89,Andrew Gregory,NA,"Denton, TX, USA"
90,Julien Washington,Texas Tech,"Lubbock, TX, USA"
90,Derek Malone,Texas Tech University,"Lubbock, TX, USA"
90,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
90,Russell Martin,Texas Parks and Wildlife Department,"Canyon, TX, USA"
91,Javier Segovia,Texas A&M University of Kingsville,"Kingsville, TX, USA"
91,Georgina Eccles,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville","Kingsville, USA"
91,Jordan Giese,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville","Kingsville, USA"
91,Daniel Collins,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
91,Kevin Kraai,Texas Parks & Wildlife Department,"Canyon, TX, USA"
91,Bart Ballard,Texas A&M University-Kingsville,"Kingsville, TX, USA"
92,Marc Moss,Stephen F. Austin State University,"Nacogdoches, TX, USA"
92,Connor Adams,Stephen F. Austin State University,"Nacogdoches, TX, USA"
92,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
93,Kylie Perez,Texas A&M University,"Bryan, TX, USA"
94,Sarah Fonville,Texas Tech University,"Lubbock, TX, USA"
94,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
95,Madeleine Barham,Texas A&M University,"Flower Mound, TX, USA"
95,Danielle Walkup,Texas A&M University,"Bryan, TX, USA"
95,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
96,Gavin Moon,West Texas A&M University,"Canyon, TX, USA"
96,Danielle Walkup,Texas A&M University,"Bryan, TX, USA"
96,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
96,Madeleine Barham,Texas A&M University,"Flower Mound, TX, USA"
97,Ember Bower,Texas State University,"San Marcos, TX, USA"
97,Brittney Oliver,Texas State University,"Austin, TX, USA"
97,Sarah Fritts,Texas State University,"San Marcos, TX, USA"
97,Sara Weaver,Bowman Consulting,"San Marcos, TX, USA"
98,Molly O'Brien,TAMUK,"Kingsville, TX, USA"
98,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
98,David Wester,NA,"Kingsville, TX, USA"
98,Anthony Falk,"Texas A&M University - Kingsville, Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
98,Sandra Rideout-Hanzak,NA,"Kingsville, TX, USA"
99,Haley Sloan,Texas A&M,"Wimberley, TX, USA"
99,John Tomecek,Texas A&M University,"Taylor, TX, USA"
99,Tyler Campbell,East Foundation,"San Antonio, TX, USA"
100,Ethan Menzel,Stephen F. Austin State University Student Chapter of The Wildlife Society,"Nacogdoches, TX, USA"
100,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
100,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
100,Alejandra Martinez,Stephen F. Austin State University,"Nacogdoches, TX, USA"
100,Reuber Lana Antoniazzi Jr,Stephen F. Austin State University,"Nacogdoches, TX, USA"
100,Connor Appel,Stephen F. Austin State University,"Nacogdoches, TX, USA"
101,Katarina Kieleczawa,University of North Texas,"Denton, TX, USA"
101,Andrew Gregory,NA,"Denton, TX, USA"
102,Jamie Langbein,University of Texas Rio Grande Valley,"Port Isabel, TX, USA"
102,Kevin Ryer,University of Texas Rio Grande Valley,"Brownsville, TX, USA"
102,John Young,Texas Department Transportation,"Austin, TX, USA"
102,Richard Kline,UTRGV,"Brownsville, TX, USA"
103,Alejandra Martinez,Stephen F. Austin State University,"Nacogdoches, TX, USA"
103,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
103,Reuber Lana Antoniazzi Jr,Stephen F. Austin State University,"Nacogdoches, TX, USA"
103,Brian Oswald,Stephen F. Austin State University,"Nacogdoches, TX, USA"
103,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
103,Selma Glasscock,Welder Wildlife Foundation,"Sonora, TX, USA"
104,Alejandro Bazaldua,CWKRI-TAMUK,"Kingsville, TX, USA"
104,Fidel Hernandez,Texas A&M University-Kingsville,"Kingsville, TX, USA"
104,Andrea Montalvo,East Foundation,"Hebbronville, TX, USA"
104,Aaron Foley,CKWRI-TAMUK,"Kingsville, TX, USA"
104,Kristyn Stewart,CKWRI-TAMUK,"Sinton, TX, USA"
104,Sabrina Szeto,"Consulting, Isen", GER
105,Thomas Bates,Trinity University,"San Antonio, TX, USA"
105,Brittany Slabach,Trinity University,"San Antonio, TX, USA"
106,Jason Crosby,Sul Ross State University,"Alpine, TX, USA"
106,Lalo Gonzalez,Borderlands Research Institute,"Alpine, TX, USA"
106,Justin French,Borderlands Research Institute,"Alpine, TX, USA"
106,Ty Goodwin,Sul Ross State University,"Alpine, TX, USA"
106,Billy Tarrant,Borderlands Research Institute,"Alpine, TX, USA"
106,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
107,Ty Goodwin,Sul Ross State University,"Alpine, TX, USA"
107,Leanna Morin,"Borderlands Research Institute, Sul Ross State University","Hondo, TX, USA"
107,Jason Crosby,Sul Ross State University,"Alpine, TX, USA"
107,Lalo Gonzalez,Borderlands Research Institute,"Alpine, TX, USA"
107,Justin French,Borderlands Research Institute,"Alpine, TX, USA"
107,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
107,Shawn Gray,Texas Parks and Wildlife,"Alpine, TX, USA"
108,Kimberly Tanguma,CKWRI,"Laredo, TX, USA"
108,Humberto Perotto,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
108,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
108,Anthony Falk,"Texas A&M University - Kingsville, Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
108,Silverio Avila,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
108,Lori Massey,CKWRI-TAMUK,"Buffalo, TX, USA"
109,Eliana Dykehouse,Sul Ross State University,"Alpine, TX, USA"
109,Olivia Gray,Borderlands Research Institute/TPWD,"Fort Davis, TX, USA"
109,Lalo Gonzalez,Borderlands Research Institute,"Alpine, TX, USA"
109,Justin French,Borderlands Research Institute,"Alpine, TX, USA"
109,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
109,Shawn Gray,Texas Parks and Wildlife,"Alpine, TX, USA"
109,Froylan Hernandez,Texas Parks and Wildlife Department,"Alpine, TX, USA"
110,Anna Racey,Texas A&M University,"Boerne, TX, USA"
110,Tyler Campbell,East Foundation,"San Antonio, TX, USA"
110,John Tomecek,Texas A&M University,"Taylor, TX, USA"
111,Caleb McKinney,Texas A&M University-Kingsville,"Kingsville, TX, USA"
111,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
111,Ashley Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
111,Katherine Travis,Caesar Kleberg Wildlife Research Center - Texas A&M University,"Kingsville, TX, USA"
111,Leonard Brennan,NA,"Kingsville, TX, USA"
111,Fidel Hernandez,Texas A&M University-Kingsville,"Kingsville, TX, USA"
111,Humberto Perotto,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
111,Ryan Luna,Sul Ross State University,"Alpine, TX, USA"
111,John McLaughlin,NA,"Lubbock, TX, USA"
112,Caleb Hughes,Sul Ross State University,"Alpine, TX, USA"
112,Ryan Luna,Sul Ross State University,"Alpine, TX, USA"
112,Lalo Gonzalez,Borderlands Research Institute,"Alpine, TX, USA"
112,Justin French,Borderlands Research Institute,"Alpine, TX, USA"
112,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
113,Aaron Ortega-Gonzalez,"Borderlands Research Institute - Sul Ross State University, Alpine","Alpine, TX, USA"
114,Shanna Gleason,TAMUK - CKWRI,"Newcastle, TX, USA"
114,Daniel Ramirez,Texas A&M University- Kingsville/Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
114,Humberto Perotto,"Caesar Kleberg Wildlife Research Institute, Kingsville, TX, USA J. Alfonso Ortega, CKWRI-TAMUK","Kingsville, TX, USA"
114,Jason Karl,University of Idaho,"Moscow, ID, USA"
114,Silverio Avila,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
115,Madison Nadler,University of Texas Rio Grande Valley,"Brownsville, TX, USA"
115,Kevin Ryer,University of Texas Rio Grande Valley,"Brownsville, TX, USA"
115,John Young,Texas Department Transportation,"Austin, TX, USA"
115,Richard Kline,UTRGV,"Brownsville, TX, USA"
116,Tatiana Suarez Joaqui,Stephen F. Austin State University,"Nacogdoches, TX, USA"
116,Daniel Saenz,"USDA Forest Service, Southern Research Station","Nacogdoches, TX, USA"
116,Cory Adams,"USDA Forest Service, Southern Research Station","Nacogdoches, TX, USA"
116,Toby Hibbitts,NA,"College Station, TX, USA"
116,Kathryn R. Kidd,Stephen F. Austin State University,"Nacogdoches, TX, USA"
116,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
117,Andres Solorio,"Borderland Research Institute, Sul Ross State University","Alpine, TX, USA"
118,Camryn Kiel,Texas A&M University,"College Station, TX, USA"
118,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
118,Ashley Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
118,Sandra Rideout-Hanzak,NA,"Kingsville, TX, USA"
118,Michael Morrison,NA,"College Station, TX, USA"
118,Andrea Montalvo,East Foundation,"Hebbronville, TX, USA"
119,Forrest Fay,Texas A&M University-Kingsville,"Kingsville, TX, USA"
119,Sandra Rideout-Hanzak,NA,"Kingsville, TX, USA"
119,Juan Elissetche,Caesar Kleberg Wildlife Research Institute,"Edcouch, TX, USA"
119,David Wester,NA,"Kingsville, TX, USA"
119,Meghan Anderson,Texas A&M University- Kingsville,"Kingsville, TX, USA"
120,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
120,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
120,Josef Leachman,Tarleton State University,"Stephenville, TX, USA"
121,Sarah Goodman,Sam Houston State University,"Huntsville, TX, USA"
121,Phil Urso,Sam Houston State University,"Huntsville, TX, USA"
122,Colin Tucker,Tarleton State University,"Stephenville, TX, USA"
122,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
122,Jacqueline Sanchez,Tarleton State University,"Stephenville, TX, USA"
122,Kayla Brown,Tarleton State University,"Stephenville, TX, USA"
123,Addison Singleton,Tarleton State University,"Stephenville, TX, USA"
123,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
124,James Peterson,Texas A&M,"San Antonio, TX, USA"
124,Clara Whiting,Texas A&M NRI,"San Antonio, TX, USA"
125,Brittney Oliver,Texas State University,"San Marcos, TX, USA"
125,Ember Bower,Texas State University,"San Marcos, TX, USA"
125,Sara Weaver,Bowman Consulting,"San Marcos, TX, USA"
125,Sarah Fritts,Texas State University,"San Marcos, TX, USA"
126,Juan Elissetche,Caesar Kleberg Wildlife Research Institute,"Edcouch, TX, USA"
126,Forrest Fay,Texas A&M University-Kingsville,"Kingsville, TX, USA"
126,Sandra Rideout-Hanzak,NA,"Kingsville, TX, USA"
126,David Wester,NA,"Kingsville, TX, USA"
126,Scott Henke,Texas A&M University-Kingsville,"Kingsville, TX, USA"
126,Humberto Perotto,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
126,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
126,Meghan Anderson,Texas A&M University- Kingsville,"Kingsville, TX, USA"
126,Cord Eversole,Texas A&M International University,"Laredo, TX, USA"
126,Jason Singhurst,TPWD,"Austin, TX, USA"
127,Jolie Gonzalez,University of Texas Rio Grande Valley,"Edinburg, TX, USA"
127,Jamie Langbein,University of Texas Rio Grande Valley,"Edinburg, TX, USA"
127,Caitlin Brett,University of Texas Rio Grande Valley,"Edinburg, TX, USA"
127,Victoria Hanley,University of Texas Rio Grande Valley,"Edinburg, TX, USA"
127,John Young,Texas Department Transportation,"Austin, TX, USA"
127,Richard Kline,University of Texas Rio Grande Valley,"Edinburg, TX, USA"
128,Isabella Szebelledy,Tarleton State University,"Stephenville, TX, USA"
128,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
129,Hunter Jacobson,Tarleton State University,"Stephenville, TX, USA"
129,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
129,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
129,Donald Beard,Texas Parks and Wildlife,"Quitaque, TX, USA"
130,Danielle Gay,Texas State University Student Chapter,"Austin, TX, USA"
130,Joseph Veech,Texas State University,"San Marcos, TX, USA"
130,Darren Proppe,St. Edward's University,"Dripping Springs, TX, USA"
130,Floyd Weckerly,Texas State University - San Marcos,"San Marcos, TX, USA"
131,Kaylee Lovejoy,Texas A&M University - Kingsville,"Kingsville, TX, USA"
131,Jason Lombardi,NA,"Kingsville, TX, USA"
131,William Kuvlesky,TAMUK,"Kingsville, TX, USA"
131,Aaron Foley,CKWRI-TAMUK,"Kingsville, TX, USA"
131,Humberto Perotto,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
132,Ian O'Hartigan,Trinity University,"San Antonio, TX, USA"
132,Brittany Slabach,Trinity University,"San Antonio, TX, USA"
133,Katherine Travis,Caesar Kleberg Wildlife Research Center - Texas A&M University,"Kingsville, TX, USA"
133,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
133,Ashley Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
133,Caleb McKinney,Texas A&M University-Kingsville,"Kingsville, TX, USA"
133,Fidel Hernandez,Texas A&M University-Kingsville,"Kingsville, TX, USA"
133,R. Dwayne Elmore,Oklahoma State University,"Stillwater, OK, USA"
133,Kent Andersson,Oklahoma State University,"Stillwater, OK, USA"
133,Craig Davis,Oklahoma State University,"Stillwater, OK, USA"
133,Sam Fuhlendorf,Oklahoma State University,"Stillwater, OK, USA"
133,Rachel Carroll,Oklahoma State University,"Stillwater, OK, USA"
133,Bradley Kubecka,Tall Timbers; Rolling Plains Quail Research Foundation,"Magnolia, TX, USA"
133,Rebekah Ruzicka,Rolling Plains Quail Research Foundation,"Ault, CO, USA"
133,Dale Rollins,NA,"San Angelo, TX, USA"
133,Ryan Luna,Sul Ross State University,"Alpine, TX, USA"
133,Blake Grisham,Texas Tech University,"Lubbock, TX, USA"
133,C. Brad Dabbert,Texas Tech University,"Lubbock, TX, USA"
133,Sarah Fritts,Texas State University,"San Marcos, TX, USA"
133,Scott Carleton,National Park Service,"Omaha, NE, USA"
134,Michael Whitson,Texas Tech University,"Lubbock, TX, USA"
134,Blake Grisham,Texas Tech University,"Lubbock, TX, USA"
134,Warren Conway,Texas Tech University,"Shallowater, TX, USA"
134,David Haukos,Kansas State University,"Manhattan, KS, USA"
134,Christian Hagen,Oregon State University,"Corvallis, OR, USA"
134,Carlos Villalobos,Texas Tech University,"Lubbock, TX, USA"
135,Katelyn Sanchez,Texas A&M University,"College Station, TX, USA"
135,McKenna Sanchez,Texas A&M University,"College Station, TX, USA"
135,Gary Voelker,"Department of Ecology and Conservation Biology, Texas A&M University","College Station, TX, USA"
135,Sergei V. Drovetski,"Research Associate, Vertebrate Division, National Museum of Natural History","Washington, D.C, USA"
136,Callie Swaim,Rolling Plains Quail Research Foundation,"Sweetwater, TX, USA"
136,Rebekah Ruzicka,Rolling Plains Quail Research Foundation,"Ault, CO, USA"
136,Bradley Kubecka,Tall Timbers; Rolling Plains Quail Research Foundation,"Magnolia, TX, USA"
136,Jake Bonnell,Rolling Plains Quail Research Foundation,"Rotan, TX, USA"
137,SaraBeth Boggan,Texas Tech University School of Veterinary Medicine,"Amarillo, TX, USA"
137,Jason Fritzler,Texas Tech University School of Veterinary Medicine,"Amarillo, TX, USA"
137,Blake Grisham,Texas Tech University,"Lubbock, TX, USA"
137,Ashley Steuer,Zoetis,"Amarillo, TX, USA"
138,Barbara Kalta,University of North Texas,"Grapevine, TX, USA"
138,Andrew Gregory,NA,"Denton, TX, USA"
139,Breanna Green,CKWRI - Texas A&M Kingsville,"Kingsville, TX, USA"
139,Evan Tanner,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
139,Clayton Hilton,Texas A&M University-Kingsville,"Kingsville, TX, USA"
139,Michael Cherry,CKWRI,"Kingsville, TX, USA"
140,Catalina Berry,East Foundation,"Laredo, TX, USA"
140,Abe Woodard,East Foundation,"Sarita, TX, USA"
140,Amanda Montemayor,East Foundation,"Kingsville, TX, USA"
140,Aidan Tautges,East Foundation,"Hebbronville, TX, USA"
140,Cameron Bright,East Foundation,"Hebbronville, TX, USA"
141,Amanda Montemayor,East Foundation,"Kingsville, TX, USA"
141,Abe Woodard,East Foundation,"Sarita, TX, USA"
141,Catalina Berry,East Foundation,"Laredo, TX, USA"
141,Aidan Tautges,East Foundation,"Hebbronville, TX, USA"
141,Cameron Bright,East Foundation,"Hebbronville, TX, USA"
142,Aidan Tautges,East Foundation,"Hebbronville, TX, USA"
142,Abe Woodard,East Foundation,"Sarita, TX, USA"
142,Catalina Berry,East Foundation,"Laredo, TX, USA"
142,Amanda Montemayor,East Foundation,"Kingsville, TX, USA"
142,Cameron Bright,East Foundation,"Hebbronville, TX, USA"
143,Cameron Bright,East Foundation,"Hebbronville, TX, USA"
143,Abe Woodard,East Foundation,"Sarita, TX, USA"
143,Andrea Montalvo,East Foundation,"Hebbronville, TX, USA"
143,Catalina Berry,East Foundation,"Laredo, TX, USA"
143,Amanda Montemayor,East Foundation,"Kingsville, TX, USA"
143,Aidan Tautges,East Foundation,"Hebbronville, TX, USA"
144,Adam Vonderschmidt,Rolling Plains Quail Research Foundation,"Rotan, TX, USA"
144,Rebekah Ruzicka,Rolling Plains Quail Research Foundation,"Ault, CO, USA"
144,Bradley Kubecka,Tall Timbers; Rolling Plains Quail Research Foundation,"Magnolia, TX, USA"
145,Stephen DeMaso,USFWS - Gulf Coast JV,"Lafayette, LA, USA"
145,Megan Clayton,Texas A&M AgriLife Extension Service,"Uvalde, TX, USA"
145,Shannon Barron,TPWD,"Victoria, TX, USA"
146,Danielle Walkup,Texas A&M University,"Bryan, TX, USA"
146,Kathryn Steffen,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
146,Teresa Kenny,Texas A&M University,"Bryan, TX, USA"
146,Toby Hibbitts,NA,"College Station, TX, USA"
146,Corey Fielder,NA,"College Station, TX, USA"
146,Mathew Kramm,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
146,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
146,Wade Ryberg,Texas A&M University,"College Station, TX, USA"
147,Kathryn Steffen,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
147,Danielle Walkup,Texas A&M University,"Bryan, TX, USA"
147,Teresa Kenny,Texas A&M University,"Bryan, TX, USA"
147,Toby Hibbitts,NA,"College Station, TX, USA"
147,Doug Tolleson,"Department of Rangeland, Wildlife and Fisheries Management, Texas A&M AgriLife Research Sonora Research Station","Sonora, TX, USA"
147,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
147,Paul Crump,Texas Parks and Wildlife Department,"Austin, TX, USA"
147,Wade Ryberg,Texas A&M University,"College Station, TX, USA"
148,Richard Schaefer,"USDA, Southern Research Station","Nacogdoches, TX, USA"
148,Matthew Young,Finch Research Network,"Cortland, NY, USA"
149,Grant Sizemore,American Bird Conservancy,"New Braunfels, TX, USA"
150,Clint Boal,"US Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
151,Cory Adams,"USDA Forest Service, Southern Research Station","Nacogdoches, TX, USA"
151,Daniel Saenz,"USDA Forest Service, Southern Research Station","Nacogdoches, TX, USA"
151,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
151,David Rosenbaum,Arthur Temple College of Forestry,"Nacogdoches, TX, USA"
151,Joseph Apodaca,Tangled Bank Conservation,"Asheville, NC, USA"
152,Josh Pierce,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
152,Emlyn Smith,USDA Forest Service,"Bentley, LA, USA"
152,Steve Reichling,Memphis Zoo,"Memphis, TN, USA"
152,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
153,Rebekah Rylander,American Bird Conservancy/Rio Grande Joint Venture,"Austin, TX, USA"
153,Anna Matthews,American Bird Conservancy/Oaks and Prairies Joint Venture,"San Marcos, TX, USA"
153,Daniel Bunting,"Science Applications, U.S. Fish and Wildlife Service, Southwest Region","Austin, TX, USA"
153,Michael C. Duniway,"Southwest Biological Science Center, U.S. Geological Survey","Moab, UT, USA"
153,James Giocomo,American Bird Conservancy,"Durand, IL, USA"
153,Anna Knight,"Southwest Biological Science Center, U.S. Geological Survey","Moab, UT, USA"
153,Adriana Leiva,"Gulf Restoration Program, U.S. Fish and Wildlife Service","Corpus Christi, TX, USA"
153,Robert Perez,OPJV/ABC,"La Vernia, TX, USA"
153,Kourtney Stonehouse,"Partners for Fish and Wildlife Program, U.S. Fish and Wildlife Service","Falls Church, VA, USA"
153,Derek Wiley,Texas Parks and Wildlife Department/Oaks and Prairies Joint Venture,"Throckmorton, TX, USA"
153,Don Wilhelm,"Partners for Fish and Wildlife Program, U.S. Fish and Wildlife Service","Arlington, TX, USA"
154,Connor Adams,Stephen F. Austin State University,"Nacogdoches, TX, USA"
154,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
154,Christopher Schalk,"Southern Research Station, USDA Forest Service","Nacogdoches, TX, USA"
154,Paul Crump,Texas Parks and Wildlife Department,"Austin, TX, USA"
155,Bethany Friesenhahn,"Caesar Kleberg Wildlife Research Institute, Texas A&M UniversityKingsville","Kingsville, TX, USA"
155,Randy DeYoung,Caesar Kleberg Wildlife Research Institute,"Kingsville, TX, USA"
155,Michael Cherry,CKWRI,"Kingsville, TX, USA"
155,Nathan Snow,"United States Department of Agriculture, Animal Plant and Health Inspection Service, Wildlife Services, National Wildlife Research Center, USA","Fort Collins, CO, USA"
155,Kurt VerCauteren,"United States Department of Agriculture, Animal Plant and Health Inspection Service, Wildlife Services, National Wildlife Research Center, USA","Fort Collins, CO, USA"
156,Dean Wiemers,Southwest Texas Junior College,"Castroville, TX, USA"
156,Bryson Wall,Southwest Texas Junior College,"Uvalde, TX, USA"
156,Daniel Tidwell,Southwest Texas Junior College,"Uvalde, TX, USA"
156,Robert Zaiglin,NA,"Uvalde, TX, USA"
156,Eric Grahmann,El Coyote Ranches,"San Antonio, TX, USA"
156,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
