"talk_id","author_order","author","institution","location"
54,7,"Jason V. Lombardi","Texas A&M University-Kingsville","Kingsville, TX, USA"
55,1,"Jason V. Lombardi","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
55,2,"Texas",NA,"United States"
55,3,"C. Jane Anderson","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
55,4,"TX",NA,"USA"
55,5,"David B. Wester","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
55,6,"Texas",NA,"United States"
55,7,"Shelby B. Carter","Caesar Kleberg Wildlife Research Institute, Texas A&M University-Kingsville","Kingsville, TX, "
55,8,"USA",NA,NA
55,9,"AnnMarie Blackburn",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-Kingsville, "
55,10,"Kingsville",NA,"Texas, United States"
55,11,"Amanda M. Veals","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
55,12,"TX",NA,"USA"
55,13,"Humberto L. Perotto-Baldivieso",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-"
55,14,"Kingsville",NA,"Kingsville, Texas, United States"
55,15,"Landon Schofield","East Foundation","San Antonio, TX, USA"
55,16,"John H. Young","Division of Environmental Affairs, Texas Department of Transportation","Austin, TX, USA"
55,17,"Michael E. Tewes","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
55,18,"TX",NA,"USA"
56,1,"Ian A. Mack","Tarleton State University","STEPHENVILLE, TX, USA"
56,2,"Thomas W. Schwertner","Tarleton State University","STEPHENVILLE, TX, USA"
56,3,"Hemanta Kafley","Tarleton State University","STEPHENVILLE, TX, USA"
56,4,"Heather Mathewson","Tarleton State University","STEPHENVILLE, TX, USA"
56,5,"Jeff Breeden","Tarleton State University","STEPHENVILLE, TX, USA"
56,6,"Cheyenne Mack","Tarleton State University","STEPHENVILLE, TX, USA"
56,7,"Tiffany Nash","Tarleton State University","STEPHENVILLE, TX, USA"
57,1,"Bryan D. Spencer","Texas A&M University - Kingsville","Kingsville, TX, USA"
57,2,"David G. Hewitt","Texas A&M University - Kingsville","Kingsville, TX, USA"
57,3,"Randy W. DeYoung","Texas A&M University - Kingsville","Kingsville, TX, USA"
57,4,"J. Alfonso Ortega-S.","Texas A&M University - Kingsville","Kingsville, TX, USA"
57,5,"Aaron M. Foley","Texas A&M University - Kingsville","Kingsville, TX, USA"
57,6,"Tyler A. Campbell","East Foundation","San Antonio, TX, USA"
57,7,"Landon Schofield","East Foundation","San Antonio, TX, USA"
57,8,"Michael J. Cherry","Texas A&M University - Kingsville","Kingsville, TX, USA"
58,1,"Andrea Montalvo","East Foundation","Hebbronville, TX, USA"
58,2,"Camryn Endler","Texas A&M University","College Station, TX, USA"
58,3,"Jason Sawyer","East Foundation","San Antonio, TX, USA"
59,1,"Mycha Van Allen","Texas A&M University","College Station, TX, USA"
60,1,"Andrew Mullaney","Texas A&M International University","Laredo, TX, USA"
60,2,"Cord Eversole","Texas A&M International University","Laredo, TX, USA"
61,1,"Stephen J. DeMaso","U.S. Fish and Wildlife Service/Gulf Coast Joint Venture","Lafayette, LA, USA"
61,2,"WIlliam G. Vermillion","U.S. Fish and Wildlife Service/Gulf Coast Joint Venture","Lafayette, LA, USA"
61,3,"Mark W. Parr","U.S. Fish and Wildlife Service/Gulf Coast Joint Venture","Lafayette, LA, USA"
62,1,"Elizabeth Kurpiers","Texas State University","San Marcos, TX, USA"
62,2,"Floyd Weckerly","Texas State University","San Marcos, TX, USA"
63,1,"Rebecca Zerlin","Texas A&M University- Kingsville","Kingsville, TX, USA"
63,2,"Sandra Rideout-Hanzak","Texas A&M University- Kingsville","Kingsville, TX, USA"
63,3,"David B. Wester","Texas A&M University- Kingsville","Kingsville, TX, USA"
63,4,"Richard Patrock","Texas A&M University- Kingsville","Kingsville, TX, USA"
63,5,"Tyler Campbell","East Foundation","San Antonio, TX, USA"
63,6,"Landon Schofield","East Foundation","San Antonio, TX, USA"
63,7,"Juan Elissetche","Texas A&M University- Kingsville","Kingsville, TX, USA"
65,1,"Margaret T. Sinner","Texas A&M University","College Station, TX, USA"
66,1,"Madeleine A. Thornley","Texas A&M University","College Station, TX, USA"
67,1,"Trey E. Johnson","Texas Tech University","Lubbock, TX, USA"
67,2,"Bradley W. Kubecka","Western Pineywoods Quail Program, Tall Timbers Research Station","Inc., Tallahassee, "
67,3,"FL",NA,"USA"
67,4,"C. Brad Dabbert","Texas Tech University","Lubbock, TX, USA"
68,1,"Liam G. Wolff","Stephen F. Austin State University","Nacogdoches, TX, USA"
68,2,"Daniel Saenz","U.S. Department of Agriculture","Nacogdoches, TX, USA"
68,3,"Clifford E. Shackelford","Texas Parks and Wildlife Department","Nacogdoches, Texas, United States"
68,4,"I-Kuai Hung","Stephen F. Austin State University","Nacogdoches, TX, USA"
68,5,"Christopher M. Schalk","U.S. Department of Agriculture","Nacogdoches, TX, USA"
70,1,"Emily Vincik","Tarleton State University","Stephenville, TX, USA"
70,2,"John Palarski","Rolling Plains Quail Research Foundation","Rotan, TX, USA"
70,3,"Brad Kubečka","Rolling Plains Quail Research Foundation","Rotan, TX, USA"
70,4,"Dale Rollins","Rolling Plains Quail Research Foundation","Rotan, TX, USA"
70,5,"Heather Mathewson","Department of Wildlife and Natural Resources","Tarleton State University, Stephenville, "
70,6,"TX",NA,"USA"
71,1,"Aidan B. Branney","Texas A&M University Kingsville","Kingsville, TX, USA"
71,2,"Thomas J. Yamshita","Texas A&M University Kingsville","Kingsville, TX, USA"
71,3,"Jason V. Lombardi","Texas A&M University Kingsville","Kingsville, TX, USA"
71,4,"Michael J. Cherry","Texas A&M University Kingsville","Kingsville, TX, USA"
71,5,"Michael E. Tewes","Texas A&M University Kingsville","Kingsville, TX, USA"
72,1,"Catalina Berry","Texas A&M International University","Laredo, TX, USA"
72,2,"Cord Eversole","Texas A&M International University","Laredo, TX, USA"
76,1,"Anna Rose Mehner","University of Texas Rio Grande Valley - Brownsville","Brownsville, TX, USA"
76,2,"John H. Young","Environmental Affairs Division, Texas Department of Transportation","Austin, TX, USA"
76,3,"Richard J. Kline","University of Texas Rio Grande Valley - Brownsville","Brownsville, TX, USA"
77,1,"Madison T. Nadler","University of Texas Rio Grande Valley","Brownsville, TX, USA"
77,2,"Kevin Ryer","University of Texas Rio Grande Valley","Brownsville, TX, USA"
77,3,"John Young Jr.","Texas Department of Transportation","Austin, TX, USA"
77,4,"Richard J. Kline","University of Texas Rio Grande Valley","Brownsville, TX, USA"
78,1,"Duston R. Duffie","Texas A&M University-Kingsville","Kingsville, TX, USA"
78,2,"Scott E. Henke","Texas A&M University-Kingsville","Kingsville, TX, USA"
78,3,"Andrew J. Mullaney","Texas A&M International University","Laredo, TX, USA"
78,4,"Cord B. Eversole","Texas A&M International University","Laredo, TX, USA"
82,1,"Christin Moeller","Texas A&M University-Kingsville","Kingsville, TX, USA"
82,2,"Drake Rangel","Texas A&M University-Kingsville","Kingsville, TX, USA"
82,3,"Luke Willard","Texas A&M University-Kingsville","Kingsville, TX, USA"
82,4,"Scott E. Henke","Texas A&M University-Kingsville","Kingsville, TX, USA"
82,5,"Cord B. Eversole","Texas A&M International University","Laredo, TX, USA"
85,1,"Ruby Ayala","Texas A&M International University","Kingsville, TX, USA"
85,2,"Drake Rangel","Texas A&M University-Kingsville","Kingsville, TX, USA"
85,3,"Christin Moeller","Texas A&M University-Kingsville","Kingsville, TX, USA"
85,4,"Luke Willard","Texas A&M University-Kingsville","Kingsville, TX, USA"
85,5,"Scott E. Henke","Texas A&M University-Kingsville","Kingsville, TX, USA"
85,6,"Cord B. Eversole","Texas A&M International University","Laredo, TX, USA"
87,1,"David Rosenbaum","Stephen F. Austin State University","Nacogdoches, TX, USA"
87,2,"Daniel Saenz","United States Forest Service","Nacogdoches, TX, USA"
87,3,"Christopher Schalk","Stephen F. Austin State University","Nacogdoches, Texas, United States"
88,1,"Ariana Rivera","Texas Tech University","Lubbock, TX, USA"
88,2,"Lucas J. Schilder","Texas Tech University","Lubbock, TX, USA"
88,3,"Clint W. Boal","U.S. Geological Survey, Texas Cooperative Fish and Wildlife Research Unit","Lubbock, TX, USA"
90,1,"Caitlin Camp","Borderlands Research Institute, Sul Ross State University","Alpine, TX, USA"
90,2,"Sky Stevens","Borderlands Research Institute, Sul Ross State University","Alpine, TX, USA"
90,3,"Louis Harveson","Borderlands Research Institute, Sul Ross State University","Alpine, TX, USA"
90,4,"Thomas Athens","Big Bend National Park","Brewster County, TX, USA"
90,5,"Patricia Moody Harveson","Borderlands Research Institute, Sul Ross State University","Alpine, TX, USA"
91,1,"Kaylyn E. Smith","Texas A&M University","College Station, TX, USA"
91,2,"Madeleine A. Thornley","Texas A&M University","College Station, TX, USA"
91,3,"Michael L. Morrison","Texas A&M University","College Station, TX, USA"
92,1,"Brianna L. Simonds","Texas A&M University","College Station, TX, USA"
92,2,"Madeleine A. Thornley","Texas A&M University","College Station, TX, USA"
92,3,"Michael L. Morrison","Texas A&M University","College Station, TX, USA"
93,1,"Kaylee L. Lovejoy","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
93,2,"TX",NA,"USA"
93,3,"Lori D. Massey","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
93,4,"Texas",NA,"United States"
93,5,"Michael T. Paige","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
93,6,"TX",NA,"USA"
93,7,"Rider C. Combs","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
93,8,"Texas",NA,"United States"
93,9,"Humberto L. Perotto-Baldivieso",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-"
93,10,"Kingsville",NA,"Kingsville, TX, USA"
94,1,"Emily R. Bishop","Texas A&M University - Kingsville","Kingsville, TX, USA"
94,2,"Tyler C. Wayland","Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
94,3,"Keith A. Pawelek","Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
94,4,"Sandra Rideout-Hanzak","Texas A&M University - Kingsville","Kingsville, TX, USA"
94,5,"Dustin A. Golembiewski","Texas A&M University - Kingsville","Kingsville, TX, USA"
94,6,"Brianna M. Slothower","Texas A&M University - Kingsville","Kingsville, TX, USA"
94,7,"David B. Wester","Texas A&M University - Kingsville","Kingsville, TX, USA"
96,1,"Corey Fielder","Texas A&M University","College Station, TX, USA"
96,2,"Jared Holmes","Selah, Bamberger Ranch Preserve","Johnson City, TX, USA"
96,3,"Toby Hibbitts",NA,"Biodiversity Research and Teaching Collections, Department of Ecology and Conservation"
96,4,"Biology","Natural Resources Institute, Texas A&M University","College Station, TX, USA"
96,5,"Wade Ryberg","Natural Resources Institute, Texas A&M University","College Station, TX, USA"
97,1,"Alejandra S. Martinez","Stephen F. Austin State University","Nacogdoches, TX, USA"
97,2,"Jessica L. Glasscock","Stephen F. Austin State University","Nacogdoches, TX, USA"
97,3,"Christopher M. Schalk","Stephen F. Austin State University","Nacogdoches, TX, USA"
97,4,"Reuber Antoniazzi","Stephen F. Austin State University","Nacogdoches, TX, USA"
97,5,"Selma N. Glasscock","Welder Wildlife Foundation","Sinton, TX, USA"
98,1,"Abby C. Buckner","Stephen F. Austin State University","Nacogdoches, TX, USA"
98,2,"Christopher B. Carter","Stephen F. Austin State University","Nacogdoches, TX, USA"
100,1,"Danielle C. Deming","Texas Tech University","Lubbock, TX, USA"
100,2,"Warren C. Conway","Texas Tech University","Lubbock, TX, USA"
100,3,"Brian T. Henen","Marine Corps Air to Ground Combat Center","Twentynine Palms, CA, USA"
100,4,"Robert T. Bradley","Texas Tech University","Lubbock, TX, USA"
100,5,"Emily A. Wright","Texas Tech University","Lubbock, TX, USA"
100,6,"Courtney L. Ramsey","Texas Tech University","Lubbock, TX, USA"
102,1,"Jose Silverio Avila Sanchez","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,2,"Bradley K. Johnston","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,3,"Humberto L. Perotto Baldivieso","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,4,"J. Alfonso Ortega-S.","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,5,"Leonard A. Brennan","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,6,"Fidel Hernandez","Texas A&M University-Kingsville","Kingsville, TX, USA"
102,7,"Jason W. Karl","University of Idaho","Moscow, ID, USA"
104,1,"Katelyn Zak","Abilene Christian University","Abilene, TX, USA"
104,2,"Blakely Eller","Abilene Christian University","Abilene, TX, USA"
104,3,"Gracie Granados","Abilene Christian University","Abilene, TX, USA"
105,1,"Lori D. Massey","Texas A&M University-Kingsville","Kingsville, TX, USA"
105,2,"Zachary J. Pearson","Texas A&M University-Kingsville","Kingsville, TX, USA"
105,3,"Aaron Foley","Texas A&M University-Kingsville","Kingsville, TX, USA"
105,4,"Humberto L. Perotto-Baldivieso","Texas A&M University-Kingsville","Kingsville, TX, USA"
105,5,"Jeremy Baumgardt","Texas A&M University-Kingsville","Kingsville, TX, USA"
106,1,"Josef A. Leachman","Tarleton State University","Stephenville, TX, USA"
106,2,"Kathryn Burton","Tarleton State University","Stephenville, TX, USA"
106,3,"Darrel B. Murray","Tarleton State University","Stephenville, TX, USA"
106,4,"Adam B. Mitchell","Tarleton State University","Stephenville, TX, USA"
106,5,"Heather A. Mathewson","Tarleton State University","Stephenville, TX, USA"
107,1,"Akari Katsuta","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,2,"Kathryn M. Sliwa","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,3,"Jeremy A. Baumgardt","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,4,"Randy W. DeYoung","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,5,"J. Alfonso Ortega-S","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,6,"David G. Hewitt","Caesar Kleberg Wildlife Research Institute, TAMUK","Kingsville, TX, USA"
107,7,"John A. Goolsby","USDA Agricultural Research Service","Cattle Fever Tick Research Laboratory, Edinburg, "
107,8,"Texas",NA,"United States"
107,9,"Kimberly H. Lohmeyer",NA,"USDA Agricultural Research Service, Knipling-Bushland U.S. Livestock Insects"
107,10,"Research Laboratory and Veterinary Pest Genomics Center",NA,"Kerrville, TX, USA"
108,1,"Lindsey Chiesl","Tarleton State University","Stephenville, TX, USA"
108,2,"Heather Mathewson","Tarleton State University","Stephenville, TX, USA"
110,1,"Michael A. Kalisek","Texas A&M University - Kingsville","Kingsville, TX, USA"
110,2,"Ashley M. Tanner","Caesar Kleberg Wildlife Research Institute","Texas A&M University - Kingsville, Kingsville, "
110,3,"TX",NA,"USA"
110,4,"Evan P. Tanner","Caesar Kleberg Wildlife Research Institute","Texas A&M University - Kingsville, Kingsville, "
110,5,"TX",NA,"USA"
110,6,"Clayton D. Hilton","Caesar Kleberg Wildlife Research Institute","Texas A&M University - Kingsville, Kingsville, "
110,7,"TX",NA,"USA"
110,8,"Christine Hoskinson","Texas A&M University - Kingsville","Kingsville, TX, USA"
110,9,"Richard L. Sramek","United States Department of Agriculture Wildlife Services","Kingsville, Texas, United States"
110,10,"Katie Garwood","United States Department of Agriculture Wildlife Services","Kingsville, TX, USA"
110,11,"Michael J. Bodenchuk","United States Department of Agriculture Wildlife Services","Kingsville, TX, USA"
112,1,"Doreen M. Mata","Tarleton State University","Stephenville, TX, USA"
112,2,"Tiffany C. Nash","Tarleton State University","Stephenville, Texas, United States"
112,3,"Devin R. Erxleben","Texas Parks and Wildlife Department","Stephenville, TX, USA"
112,4,"Cameron Martin","Texas Parks and Wildlife Department","May, TX, USA"
112,5,"Thomas W. Schwertner","Tarleton State University","Stephenville, Texas, United States"
112,6,"Heather A. Mathewson","Tarleton State University","Stephenville, TX, USA"
113,1,"Tiffany C. Nash","Tarleton State University","Stephenville, TX, USA"
113,2,"Thomas W. Schwertner","Tarleton State University","Stephenville, Texas, United States"
113,3,"Heather A. Mathewson","Tarleton State University","Stephenville, TX, USA"
113,4,"Hemanta Kafley","Tarleton State University","Stephenville, TX, USA"
113,5,"Ian A. Mack","Tarleton State University","Stephenville, TX, USA"
115,1,"Meghan E. Anderson","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,2,"Chloe Bates","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,3,"Humberto L. Perotto-Baldivieso","Texas A&M University- Kingsville","Kingsville, Texas, United States"
115,4,"William P. Kuvlesky","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,5,"Daniel J. Ramirez","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,6,"Joshua Allison","Texas A&M University- Kingsville","Kingsville, Texas, United States"
115,7,"J. Alfonso Ortega","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,8,"Leonard A. Brennan","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,9,"Jason V. Lombardi","Texas A&M University- Kingsville","Kingsville, Texas, United States"
115,10,"Thomas J. Yamashita","Texas A&M University- Kingsville","Kingsville, TX, USA"
115,11,"Willis Sontheimer","Texas Military Department","Austin, TX, USA"
116,1,"Michael McCloy","Texas A&M University","College Station, TX, USA"
116,2,"Jacquelyn K. Grace","Texas A&M University","College Station, TX, USA"
117,1,"Marshall J. Mills","Tarleton State University","Stephenville, TX, USA"
117,2,"Kathryn Burton","Tarleton State University","Stephenville, TX, USA"
117,3,"Josef Leachman","Tarleton State University","Stephenville, TX, USA"
117,4,"Heather Mathewson","Tarleton State University","Stephenville, TX, USA"
122,1,"Catherine E. Edwards","Tarleton State University","Stephenville, TX, USA"
122,2,"Deanna Pfeffer","Kerr Wildlife Management Area, Texas Parks and Wildlife Department","Hunt, TX, USA"
122,3,"Heather A. Mathewson","Tarleton State University","Stephenville, TX, USA"
123,1,"Andrew P. Savage","Texas A&M University - Commerce","Commerce, TX, USA"
124,1,"Bradley Kye Johnston",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-Kingsville, "
124,2,"Kingsville",NA,"TX, USA"
124,3,"Alfonso Ortega-S","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
124,4,"TX",NA,"USA"
124,5,"Leonard A. Brennan","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
124,6,"TX",NA,"USA"
124,7,"Humberto L. Perotto-Baldivieso",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-"
124,8,"Kingsville",NA,"Kingsville, TX, USA"
124,9,"Fidel Hernandez","Caesar Kleberg Wildlife Research Institute","Texas A&M University-Kingsville, Kingsville, "
124,10,"TX",NA,"USA"
126,1,"Alexa Campos",NA,"School of Earth, Environmental, And Marine Sciences University of Texas Rio Grande Valley –"
126,2,"Brownville",NA,"TX, USA"
126,3,"Adam Sanjar",NA,"School of Earth, Environmental, And Marine Sciences University of Texas Rio Grande Valley –"
126,4,"Brownville",NA,"TX, USA"
126,5,"Caitlin Brett",NA,"School of Earth, Environmental, And Marine Sciences University of Texas Rio Grande Valley –"
126,6,"Brownville",NA,"TX, USA"
126,7,"John H. Young Jr.","Environmental Affairs Division, Texas Department of Transportation","Austin, TX, USA"
126,8,"Richard J. Kline","School of Earth","Environmental, and Marine Sciences & Department of Biology, University"
126,9,"of Texas Rio Grande Valley – Brownville",NA,"TX, USA"
129,1,"Brianna M. Slothower",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University — Kingsville, "
129,2,"Kingsville",NA,"Texas, United States"
129,3,"Anthony Falk","South Texas Natives Project, Caesar Kleberg Wildlife Research Institute","Kingsville, TX, USA"
129,4,"Sandra Rideout-Hanzak",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University — Kingsville, "
129,5,"Kingsville",NA,"Texas, United States"
129,6,"Dustin A. Golembiewski",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University — Kingsville, "
129,7,"Kingsville",NA,"TX, USA"
129,8,"Emily R. Bishop","Caesar Kleberg Wildlife Research Institute","Texas A&M University — Kingsville, Kingsville, "
129,9,"TX",NA,"USA"
129,10,"David B. Wester","Caesar Kleberg Wildlife Research Institute","Texas A&M University — Kingsville, Kingsville, "
129,11,"TX",NA,"USA"
130,1,"Krystal A. Ruiz","Texas A&M Kingsville","Kingsville, TX, USA"
130,2,"Kathyrn M. Sliwa","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, USA"
130,3,"Jeremy A. Baumgardt","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, "
130,4,"USA",NA,NA
130,5,"Jeremy Baumgardt","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, USA"
130,6,"Randy W. DeYoung","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, USA"
130,7,"J. Alfonso Ortega-S","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, USA"
130,8,"David G. Hewitt","Caesar Kleberg Wildlife Research Institute, Texas A&M Kingsville","Kingsville, TX, USA"
130,9,"John A. Goolsby","USDA Agricultural Research Service","Cattle Fever Tick Research Laboratory, Edinburg, "
130,10,"Texas",NA,"United States"
130,11,"Kimberly H. Lohmeyer",NA,"USDA Agricultural Research Service, Knipling-Bushland U.S. Livestock Insects"
130,12,"Research Laboratory and Veterinary Pest Genomics Center",NA,"Kerrville, TX, USA"
131,1,"Alyssa Ruth Hurley","Tarleton State University","Stephenville, TX, USA"
131,2,"Heather Mathewson","Tarleton State University","Stephenville, TX, USA"
133,1,"Cole C. Anderson","Caesar Kleberg Wildlife Research Institute","Texas A&M University–Kingsville, Kingsville, "
133,2,"TX",NA,"USA"
133,3,"Randy W. DeYoung","Caesar Kleberg Wildlife Research Institute","Texas A&M University–Kingsville, Kingsville, "
133,4,"TX",NA,"USA"
133,5,"Michael J. Cherry","Caesar Kleberg Wildlife Research Institute","Texas A&M University–Kingsville, Kingsville, "
133,6,"TX",NA,"USA"
133,7,"Charles A. DeYoung",NA,"Caesar Kleberg Wildlife Research Institute, Texas A&M University–Kingsville, "
133,8,"Kingsville",NA,"TX, USA"
133,9,"David G. Hewitt","Caesar Kleberg Wildlife Research Institute","Texas A&M University–Kingsville, Kingsville, "
133,10,"TX",NA,"USA"
133,11,"Matthew Moore","Faith Ranch","Carrizo Springs, TX, USA"
133,12,"Stuart W. Stedman","Faith Ranch","Carrizo Springs, TX, USA"
135,1,"Nadia N. Castanon","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,2,"Kathryn M. Sliwa","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,3,"Jeremy A. Baumgardt","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,4,"Randy W. DeYoung","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,5,"J. Alfonso Ortega-S","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,6,"David G. Hewitt","Texas A&M University- Kingsville","Kingsville, TX, USA"
135,7,"John A. Goolsby","USDA Agricultural Research Service","Edinburg, TX, USA"
135,8,"Kimberly H. Lohmeyer","USDA Agricultural Research Service","Kerrville, TX, USA"
137,1,"Jamie Liang","Trinity University","San Antonio, TX, USA"
137,2,"Troy G. Murphy","Trinity University","San Antonio, TX, USA"
139,1,"Zachary M. Wardle","Texas A&M University-Kingsville","Kingsville, TX, USA"
139,2,"Jason V. Lombardi","Texas A&M University-Kingsville","Kingsville, TX, USA"
139,3,"Michael E. Tewes","Texas A&M University-Kingsville","Kingsville, TX, USA"
141,1,"Emily McGhee","Tarleton State University","Stephenville, TX, USA"
141,2,"Heather Mathewson","Tarleton State University","Stephenville, TX, USA"
141,3,"Kathryn Burton","Tarleton State University","Stephenville, TX, USA"
141,4,"John Palarski","Tarleton State University","Stephenville, TX, USA"
143,1,"MATTI R. BRADSHAW","Texas A&M University- Kingsville","Kingsville, TX, USA"
143,2,"GEORGINA R. ECCLES","Texas A&M University- Kingsville","Kingsville, TX, USA"
143,3,"JAMES H. DEVRIES","Ducks Unlimited Canada","Institute for Wetland & Waterfowl Research, Stonewall, "
143,4,"Manitoba",NA,"Canada"
143,5,"KEVIN J. KRAAI","Texas Parks and Wildlife Department","Amarillo, TX, USA"
143,6,"DANIEL P. COLLINS","U.S. Fish and Wildlife Service, Region 2","Albuquerque, NM, USA"
143,7,"JAY A. VONBANK","USGS, Northern Prairie Wildlife Research Center","Jamestown, ND, USA"
143,8,"J. DALE JAMES","Ducks Unlimited, Inc., Southern Region","Ridgeland, MS, USA"
143,9,"PAUL LINK","Louisiana Department of Wildlife and Fisheries","Grand Chenier, LA, USA"
143,10,"MASON CLINE","New Mexico Department of Game and Fish","Santa Fe, NM, USA"
143,11,"BART M. BALLARD","Texas A&M University- Kingsville","Kingsville, TX, USA"
145,1,"Matthew Swerdfeger","Texas A&M University-Commerce","Greenville, TX, USA"
146,1,"Samantha J. Leivers","Texas A&M","College Station, TX, USA"
146,2,"Anna C. Racey","Texas A&M","College Station, TX, USA"
146,3,"Gracie Daugherty","Texas A&M","College Station, TX, USA"
146,4,"Tyler A. Campbell","East Foundation","San Antonio, TX, USA"
146,5,"John M. Tomeček","Texas A&M","College Station, TX, USA"
148,1,"Scott E. Henke","Texas A&M University-Kingsville","Kingsville, TX, USA"
148,2,"David B. Wester","Texas A&M University-Kingsville","Kingsville, TX, USA"
148,3,"Cord B. Eversole","Texas A&M International University","Laredo, TX, USA"
148,4,"Javier O. Huerta","Texas A&M University-Kingsville","Kingsville, TX, USA"
149,1,"Jared Daniel Guidry","Concordia University Texas","Austin, TX, USA"
152,1,"Thomas S. Janke","Oaks and Prairies Joint Venture & Pheasants Forever Inc./Quail Forever","Marble Falls, TX, "
152,2,"USA",NA,NA
152,3,"Heath D. Starns","Texas A&M AgriLife Extension","College Station, Texas, United States"
152,4,"Derek Wiley","Oaks and Prairies Joint Venture & Texas Parks and Wildlife Department","Throckmorton, TX, "
152,5,"USA",NA,NA
153,1,"Lark Holland Trainer","Tarleton State University","Stephenville, TX, USA"
153,2,"Adam B. Mitchell","Tarleton State University","Stephenville, TX, USA"
154,1,"Joshua Allison","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,2,"Chloe Bates","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,3,"Humberto Perotto-Baldivieso","Ceasar Kleberg Wildlife Research Institute","Texas A&M University, Kingsville, "
154,4,"TX",NA,"USA"
154,5,"William Kuvlesky","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,6,"Alfonso Ortega Santos","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, "
154,7,"USA",NA,NA
154,8,"Meghan Anderson","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, Texas, "
154,9,"United States",NA,NA
154,10,"Daniel Ramirez","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,11,"Lenny Brennan","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,12,"Jason Lombardi","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,13,"Thomas Yamashita","Ceasar Kleberg Wildlife Research Institute, Texas A&M University","Kingsville, TX, USA"
154,14,"Willis Sontheimer","Texas Military Department","Austin, TX, USA"
