talk_id,author,institution,location
81,Fidel Hernandez,Texas A&M University - Kingsville,"Kingsville, TX, USA"
82,Mackenzie Hall,Texas Tech University,"LUBBOCK, TX, USA"
82,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
83,Laken Mize,Stephen F. Austin State University,"Montgomery, TX, USA"
83,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
83,Duston Duffie,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
83,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
84,National Historic Site,"TX Eliana Dykehouse , Sul Ross State University","Alpine, TX, USA"
84,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
84,Lalo Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
84,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
85,Jackson Baack,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"schertz, TX, USA"
85,Abby Balson,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
85,Kristyn Stewart-Murphy,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Sinton, TX, USA"
85,Fidel Hernandez,Texas A&M University - Kingsville,"Kingsville, TX, USA"
86,Adriana Puzon,,"Texas State University, Cypress, USA"
86,Sarah Fritts,Texas State University,"San Marcos, TX, USA"
86,Madison Vasquez,Texas Chapter of The Wildlife Society,"New Braunfels, TX, USA"
86,Sarah Barnes,Texas State University Student Chapter of The Wildlife Society,"San Marcos, TX, USA"
87,Charles Pouland,Texas Tech University,"Wolfforth, TX, USA"
87,Dean Wiemers,Southwest Texas Junior College,"Uvalde, TX, USA"
87,Daniel Tidwell,Southwest Texas Junior College,"Uvalde, TX, USA"
87,Robert Zaiglin,,"Uvalde, TX, USA"
87,Eric Grahmann,El Coyote Ranches,"Goliad, TX, USA"
87,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
87,Bryson Wall,Texas A&M Kingsville,"Kingsville, TX, USA"
88,Grace Soechting,Tarleton State University,"Kyle, TX, USA"
88,Autumn Patterson,,"Tarleton State University, Stephenville, USA"
88,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
88,Mamadou Kane,Virginia Polytechnic Institute and State University,"Blacksburg, VA, USA"
88,Marcella Kelly,Virginia Tech University,"Blacksburg, VA, USA"
88,Zachary Farris,Appalachian State University,"Boone, NC, USA"
88,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
89,Javier Robledo,Texas A&M University - Kingsville,"Robstown, TX, USA"
89,Aaron Foley,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Summer Aguilar,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Genoveva Ramirez,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Carli Rotondi,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Jamie Benn,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
90,Alynn Martin,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Jessica Johnston,,"Kingsville student chapter of The Wildife Society, Kingsville, USA"
91,Caleb McKinney,Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Katherine Travis,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Ashley Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Leonard Brennan,,"Kingsville, TX, USA"
91,Fidel Hernandez,Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,David Hewitt,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
91,Humberto Perotto-Baldivieso,"Texas A&M University - College Station, College Station, TX, Ryan Luna , Borderlands Research Institute - Sul Ross State University","Alpine, TX, USA"
91,John McLaughlin,,"Lubbock, TX, USA"
92,Sebastian Rogers,Tarleton Student Chapter of The Wildlife Society,"Friendswood, TX, USA"
92,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
92,Thomas Schwertner,Tarleton State University,"Stephenville, TX, USA"
92,Kaileigh Smith,Tarleton State University,"Austin, TX, USA"
92,Otshabile Bahetoleng,Texas A&M University - College Station,"College Station, TX, USA"
93,Chloe Delahoussaye,,"Tarleton State University, houston, USA"
93,David Johnston,Tarleton State University,"Comanche, TX, USA"
93,Jeff Breeden,Tarleton State University,"Stephenville, TX, USA"
94,Joshua Pawlik,Tarleton State University,"Arp, TX, USA"
94,Ricky Garibay,Tarleton State University,"Stephenville, TX, USA"
94,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
94,Autumn Patterson,,"Tarleton State University, Stephenville, USA"
94,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
94,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
95,Julia De La Cruz,St. Mary's University,"San Antonio, TX, USA"
95,Melissa Karlin,St. Mary's University,"San Antonio, TX, USA"
96,Hunter Jacobson,Tarleton State University,"College Station, TX, USA"
96,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
96,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
96,David Johnston,Tarleton State University,"Comanche, TX, USA"
96,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
97,Liliana Navar,Tarleton Student Chapter of The Wildlife Society,"El Paso, TX, USA"
97,Jeff Breeden,Tarleton State University,"Stephenville, TX, USA"
97,David Johnston,Tarleton State University,"Comanche, TX, USA"
97,Chloe Delahoussaye,,"Tarleton State University, Houston, USA"
97,Hannah Atkinson,Tarleton State University,"Houston, TX, USA"
98,Hannah Atkinson,Tarleton State University,"Houston, TX, USA"
98,Jeff Breeden,Tarleton State University,"Stephenville, TX, USA"
98,David Johnston,Tarleton State University,"Comanche, TX, USA"
98,Chloe Delahoussaye,,"Tarleton State University, Houston, USA"
98,Liliana Navar,Tarleton Student Chapter of The Wildlife Society,"El Paso, TX, USA"
99,Bianca Ramos,St. Mary's University,"San Antonio, TX, USA"
99,Melissa Karlin,St. Mary's University,"San Antonio, TX, USA"
100,Leo Montano,Stephen F. Austin State University Student Chapter of The Wildlife Society,"Humble, TX, USA"
100,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
100,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
100,Gage R. Grantham,,"Stephen F. Austin State University Student Chapter of The Wildlife Society, Nacogdoches, USA"
101,Kaden Kerbow,,"Texas Tech University, Lubbock, USA"
101,Charlie Newberry,Texas Parks & Wildlife Department,"Austin, TX, USA"
101,Courtney Ramsey,Texas Tech University,"Lubbock, TX, USA"
101,Kevin Mote,Texas Parks & Wildlife Department,"May, TX, USA"
101,Justin Foster,,"Brownwood, TX, USA"
101,Levi Heffelfinger,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Ransom Canyon, TX, USA"
102,Salma Akhrass,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Jackson Kinder,,"University of Texas at San Antonio, San Antonio, USA"
102,Jaden Monk,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Laura Salazar,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Abigail Schloemer,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Idalia Tarin,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Alexis Baum,University of Texas at San Antonio,"San Antonio, TX, USA"
102,Jennifer Smith,University of Texas at San Antonio,"San Antonio, TX, USA"
103,Brianna Garza,,"Texas A&M University - Kingsville, Rio Grande City, USA"
103,Joseph McGovern,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
103,Kevin Kraai,Texas Parks & Wildlife Department,"Canyon, TX, USA"
103,Daniel Collins,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
103,Bart Ballard,Texas A&M University - Kingsville,"Kingsville, TX, USA"
104,Will Stephens,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Spring Branch, TX, USA"
104,Daniel Scognamillo,,"Kingsville, TX, USA"
104,Michael Tewes,Texas A&M University - Kingsville,"Kingsville, TX, USA"
105,Hunter Vasquez,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Harlingen, TX, USA"
105,Daniel Scognamillo,,"Kingsville, TX, USA"
105,Michael Tewes,Texas A&M University - Kingsville,"Kingsville, TX, USA"
106,Brianna Garza,,"Texas A&M University - Kingsville, Rio Grande City, USA"
106,Joseph McGovern,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
106,Kevin Kraai,Texas Parks & Wildlife Department,"Canyon, TX, USA"
106,Daniel Collins,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
106,Bart Ballard,Texas A&M University - Kingsville,"Kingsville, TX, USA"
107,Seth Hawke,"Texas Tech University Student Chapter of The Wildlife Society, Lubbock, TX, Courtney Ramsey , Texas Tech University","Lubbock, TX, USA"
107,Warren Conway,Texas Tech University,"Shallowater, TX, USA"
108,Sarah Barnes,"Texas State University Student Chapter of The Wildlife Society, Kingsland, TX, Sarah Fritts , Texas State University","San Marcos, TX, USA"
108,Madison Vasquez,Texas Chapter of The Wildlife Society,"New Braunfels, TX, USA"
108,Adriana Puzon,,"Texas State University, Cypress, USA"
109,Hallie Halstead,Texas A&M University - College Station,"College Station, TX, USA"
109,Jeffrey Wiegert,Texas A&M University - College Station,"College Station, TX, USA"
109,Doug Tolleson,"Department of Rangeland, Wildlife and Fisheries Management, Texas A&M AgriLife Research, Sonora Research Station","Sonora, TX, USA"
110,Alli Cottrell,Texas A&M University - College Station,"College Station, TX, USA"
110,Doug Tolleson,"Department of Rangeland, Wildlife and Fisheries Management, Texas A&M AgriLife Research, Sonora Research Station","Sonora, TX, USA"
111,Haley Daniels,University of North Texas,"Carrollton, TX, USA"
111,Alejandra Gage,University of North Texas,"Denton, TX, USA"
111,Lindsey Davis,University of North Texas,"Denton, TX, USA"
111,James Bednarz,University of North Texas,"Denton, TX, USA"
111,Zacchaeus G. Compson,University of North Texas,"Denton, TX, USA"
112,Clarissa Molina,University of North Texas,"Allen, TX, USA"
112,Andrew Gregory,University of North Texas,"Denton, TX, USA"
113,Joseph McGovern,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
113,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
113,Clay Hilton,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
113,Kevin Kraai,Texas Parks & Wildlife Department,"Canyon, TX, USA"
113,Daniel Collins,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
113,Bart Ballard,Texas A&M University - Kingsville,"Kingsville, TX, USA"
114,Dylan Stewart,Texas A&M University - College Station,"College Station, TX, USA"
114,E. Alejandro Lozano-Cavazos,Universidad Autónoma Agraria Antonio Narro,"Saltillo, Coahuila, MEX"
114,Stephen Webb,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
115,Chloe Nouzille,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
115,Michael Cherry,CKWRI,"Kingsville, TX, USA"
115,Randy DeYoung,"Texas A&M-Kingsville CKWRI, Kingsville, TX Jonah Evans , Texas Parks & Wildlife Department","Boerne, TX, USA"
115,Dana Karelus,Texas Parks & Wildlife Department,"Austin, TX, USA"
115,Grant Harris,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
115,Levi Heffelfinger,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Ransom Canyon, TX, USA"
115,Clay Hilton,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
115,Katherine McDaniel,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
115,Lisanne Petracca,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
116,William Lutterschmidt,Sam Houston State University,"Huntsville, TX, USA"
116,Kyra Woytek,Sam Houston State University,"Huntsville, TX, USA"
116,Cory Adams,USDA Forest Service,"Nacogdoches, TX, USA"
116,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
116,Daniel Saenz,USDA Forest Service,"Nacogdoches, TX, USA"
117,Victoria Locke,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
117,Ashley Reeves,East Foundation,"San Antonio, TX, USA"
117,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
117,Lisanne Petracca,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
118,Catalina Berry,Tarleton State University,"Laredo, TX, USA"
118,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
118,Ty Cosper,Tarleton State University,"Killeen, TX, USA"
118,David Johnston,Tarleton State University,"Comanche, TX, USA"
118,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
118,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
118,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
119,Kira Gangbin,Texas Christian University,"Fort Worth, TX, USA"
119,Rachel Alenius,Texas Christian University,"Fort Worth, TX, USA"
119,Madison Upton,Fort Worth Zoo,"Fort Worth, TX, USA"
119,Diane Barber,Fort Worth Zoo,"Fort Worth, TX, USA"
119,Nathan Rains,Texas Parks & Wildlife Department,"Cleburne, TX, USA"
119,Mark Mitchell,Texas Parks & Wildlife Department,"Mason, TX, USA"
119,Dean Williams,Texas Christian University,"Fort Worth, TX, USA"
120,Alex Pearson,"Texas Tech University Student Chapter of The Wildlife Society, Lubbock, TX, Shaelyn Rainey , Texas Tech University","Lubbock, TX, USA"
120,Caitlyn Cooper-Norris,Texas Tech University,"Lubbock, TX, USA"
120,Nichole Cherry,Texas A&M AgriLife Research,"Stephenville, TX, USA"
120,Jhones Sarturi,Texas Tech University,"Lubbock, TX, USA"
120,James Muir,Texas A&M AgriLife Research,"Stephenville, TX, USA"
120,Aaron Norris,Texas Tech University,"Lubbock, TX, USA"
121,Gage R. Grantham,,"Stephen F. Austin State University Student Chapter of The Wildlife Society, Nacogdoches, USA"
121,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
121,Kathryn R. Kidd,Stephen F. Austin State University,"Nacogdoches, TX, USA"
121,Reuber Antoniazzi,Stephen F. Austin State University,"Nacogdoches, TX, USA"
121,John Willis,USDA Forest Service,"Auburn, AL, USA"
121,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
122,Forrest Fay,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
122,Juan Elissetche,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Edcouch, TX, USA"
122,Ethan Bennie,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Saint Joseph, USA"
122,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
122,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
122,Weimin Xi,Texas A&M University - Kingsville,"Kingsville, TX, USA"
123,Camryn Kiel,Texas A&M University - College Station,"College Station, TX, USA"
123,Toby Hibbitts,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
123,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
123,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
123,Ashley Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
123,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
123,Andrea Montalvo,East Foundation,"Hebbronville, TX, USA"
124,Laura Beck,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Austin, TX, USA"
124,Ashley Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
124,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
124,Darren Proppe,Texas Parks & Wildlife Department,"Dripping Springs, TX, USA"
124,Sam Fuhlendorf,Oklahoma State University,"Stillwater, OK, USA"
125,Saren Perales,CKWRI / TAMUK,"San Antonio, TX, USA"
125,Christin Moeller,Texas A&M University - Kingsville,"Kingsville, TX, USA"
125,Wraith Rodriguez,CKWRI / TAMUK,"Kingsville, TX, USA"
125,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
125,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
125,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
125,Sandra Rideout-Hanzak,,"Kingsville, TX, USA"
126,Christin Moeller,Texas A&M University - Kingsville,"Kingsville, TX, USA"
126,Saren Perales,CKWRI / TAMUK,"San Antonio, TX, USA"
126,Wraith Rodriguez,CKWRI / TAMUK,"Kingsville, TX, USA"
126,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
126,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
126,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
126,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
126,Clay Hilton,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
126,Paul Crump,Texas Parks & Wildlife Department,"Austin, TX, USA"
127,Kimberly Tanguma,CKWRI,"Laredo, TX, USA"
127,Humberto Perotto,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
127,Anthony Falk,"Texas Native Seeds, Ceasar Kleberg Wildlife Research Institute, Kingsville, TX, Doug Tolleson , Department of Rangeland, Wildlife and Fisheries Management, Texas A&M AgriLife Research, Sonora Research Station","Sonora, TX, USA"
127,Shad Nelson,"Dick and Mary Lewis Kleberg College of Agriculture and Natural Resources, Texas A&M University— Kingsville","Kingsville, TX, USA"
127,Maria C Donato-Molina,"Assistant Professor-Research , Dick and Mary Lewis Kleberg College of Agriculture and Natural Resources, Texas A&M University— Kingsville, Kingsville, TX 78363, USA",
128,Caleb McKinney,Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,Katherine Travis,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,Ashley Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,Leonard Brennan,,"Kingsville, TX, USA"
128,Fidel Hernandez,Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,David Hewitt,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
128,Humberto Perotto-Baldivieso,"Texas A&M University - College Station, College Station, TX, Ryan Luna , Borderlands Research Institute - Sul Ross State University","Alpine, TX, USA"
128,John McLaughlin,,"Lubbock, TX, USA"
129,Hannah Abelein,Tarleton State University,"Stephenville, TX, USA"
129,Ty Cosper,Tarleton State University,"Killeen, TX, USA"
129,Tanna Morquecho,Tarleton State University,"Stephenville, TX, USA"
129,Jie Huang,University of Texas at San Antonio,"San Antonio, TX, USA"
129,Fei Wang,Tarleton State University,"Stephenville, TX, USA"
129,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
129,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
130,Emma Weber,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
130,Jordan Giese,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
130,Rachel Fern,Texas Parks & Wildlife Department,"Fischer, TX, USA"
130,Bart Ballard,Texas A&M University - Kingsville,"Kingsville, TX, USA"
131,Alexandria Hiott,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
131,Alynn Martin,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
131,Lisanne Petracca,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
132,Alyssa Freeman,Texas A&M University - College Station,"Bryan, TX, USA"
132,Jonathan Warner,Texas Parks & Wildlife Department,"Port Arthur, TX, USA"
133,Ethan Bennie,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Saint Joseph, USA"
133,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
133,Anthony Falk,"Texas Native Seeds, Ceasar Kleberg Wildlife Research Institute, Kingsville, TX, Forrest Fay , Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville","Kingsville, TX, USA"
133,Juan Elissetche,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Edcouch, TX, USA"
134,Amaris Shammaa,Texas Tech University,"SAN ANTONIO, TX, USA"
134,Philip Smith,Department of Environmental Toxicology,"Lubbock, TX, USA"
134,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
135,Derek Malone,Texas Tech University,"Lubbock, TX, USA"
135,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
135,Russell Martin,Texas Parks & Wildlife Department,"Canyon, TX, USA"
135,Richard Stevens,Texas Tech University,"Lubbock, TX, USA"
135,Carlos Villalobos,Texas Tech University,"Lubbock, TX, USA"
136,Joseph Richards,Texas Tech University,"Boerne, TX, USA"
136,Ian Mack,Texas Tech University,"Junction, TX, USA"
136,William Stewart,Texas Tech University,"Lubbock, TX, USA"
136,Warren Conway,Texas Tech University,"Shallowater, TX, USA"
136,Annie Farrell,National Wild Turkey Federation,"Edgefield, SC, USA"
136,Jason Hardin,Texas Parks & Wildlife Department,"Austin, TX, USA"
136,Scott Longing,"Texas Tech University Student Chapter of The Wildlife Society, Lubbock, TX, Blake Grisham , Texas Tech University","Lubbock, TX, USA"
137,William Stewart,Texas Tech University,"Lubbock, TX, USA"
137,Scott Longing,"Texas Tech University Student Chapter of The Wildlife Society, Lubbock, TX, Ian Mack , Texas Tech University","Junction, TX, USA"
137,Joseph Richards,Texas Tech University,"Boerne, TX, USA"
137,Warren Conway,Texas Tech University,"Shallowater, TX, USA"
137,Annie Farrell,National Wild Turkey Federation,"Edgefield, SC, USA"
137,Jason Hardin,Texas Parks & Wildlife Department,"Austin, TX, USA"
137,Blake Grisham,Texas Tech University,"Lubbock, TX, USA"
138,Isabella Szebelledy,Tarleton State University,"Dublin, TX, USA"
139,Haley Ditzenberger,Texas Tech University,"Lubbock, TX, USA"
139,Daniel Collins,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
139,Warren Conway,Texas Tech University,"Shallowater, TX, USA"
139,Blake Grisham,Texas Tech University,"Lubbock, TX, USA"
139,M. Cathy Nowak,Oregon Department of Fish and Wildlife,"Union, OR, USA"
139,Justin Russell,Oregon Department of Fish and Wildlife,"La Grande, OR, USA"
140,Rachel Walters,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
140,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
140,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
140,Alynn Martin,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
141,Dakota Moberg,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
141,Humberto Perotto-Baldivieso,"Texas A&M University - College Station, College Station, TX, Evan Tanner , Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville","Kingsville, TX, USA"
141,Aaron Foley,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
142,Luke Micek,,"Stephen F. Austin State University, Nacogdoches, USA"
142,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
142,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
142,David Stewart,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
142,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
143,Nadia Castanon,Tarleton State University,"Stephenville, TX, USA"
143,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
144,James Helferich,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
144,Alynn Martin,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
144,Daniel Scognamillo,,"Kingsville, TX, USA"
144,Randy DeYoung,"Texas A&M-Kingsville CKWRI, Kingsville, TX Lisanne Petracca ","Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
145,Ricky Garibay,Tarleton State University,"Stephenville, TX, USA"
145,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
145,Cameron Starnes,,"Tarleton State University, Kyle, USA"
145,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
145,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
145,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
146,Luke Marshall,Tarleton State University,"Stephenville, TX, USA"
146,Dalton Lawing,Tarleton State University,"Stephenville, TX, USA"
146,Jesse Meik,Tarleton State University,"Stephenville, TX, USA"
146,Paul Hampton,Colorado Mesa University,"Grand Junction, CO, USA"
146,Israel Prewitt,Bio-West,"Round Rock, TX, USA"
146,Ed Oborny,Bio-West,"Round Rock, TX, USA"
147,Sarah Bullard,Tarleton State University,"Stephenville, TX, USA"
147,Isabella Lara,Tarleton State University,"Stephenville, TX, USA"
147,Brooke Beverly,Tarleton State University,"Pottsboro, TX, USA"
147,Alexander Murray,Tarleton State University,"Stephenville, TX, USA"
147,Jesse Meik,Tarleton State University,"Stephenville, TX, USA"
148,Caleb Mullins,Stephen F. Austin State University,"Nacogdoches, TX, USA"
148,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
148,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
148,Daniel Saenz,USDA Forest Service,"Nacogdoches, TX, USA"
149,Ty Cosper,Tarleton State University,"Killeen, TX, USA"
149,Hannah Abelein,Tarleton State University,"Stephenville, TX, USA"
149,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
149,Fei Wang,Tarleton State University,"Stephenville, TX, USA"
149,Jie Huang,University of Texas at San Antonio,"San Antonio, TX, USA"
149,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
