talk_id,author,institution,location
15,Breanna Green,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
15,JOSEPH HEDIGER,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"KINGSVILLE, TX, USA"
15,Clay Hilton,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
15,David Hewitt,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
15,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
15,Michael Cherry,CKWRI,"Kingsville, TX, USA"
16,Marlin Dart,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
16,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
16,Timothy Fulbright,Texas A&M University - Kingsville,"Kingsville, TX, USA"
16,Anthony Opatz,New Mexico,
16,Santa Fe,"NM, USA",
16,Levi Heffelfinger,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Ransom Canyon, TX, USA"
16,David Hewitt,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
16,Randy DeYoung,"Texas A&M-Kingsville CKWRI, Kingsville, TX Shawn Gray , Texas Parks & Wildlife Department","Alpine, TX, USA"
16,Michael Cherry,CKWRI,"Kingsville, TX, USA"
17,Elle Sutherland,,"Sul Ross, Alpine, USA"
17,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
17,Lalo Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
17,Michael Cherry,CKWRI,"Kingsville, TX, USA"
17,Levi Heffelfinger,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Ransom Canyon, TX, USA"
17,Shawn Gray,Texas Parks & Wildlife Department,"Alpine, TX, USA"
17,Froylan Hernandez,Texas Parks & Wildlife Department,"Alpine, TX, USA"
18,Dylan Stewart,Texas A&M University - College Station,"College Station, TX, USA"
18,Jared Beaver,Montana State University,"Bozeman, MT, USA"
18,Lucas Cooksey,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
18,Brian Pierce,Texas A&M University Natural Resources Institute,"Brenham, TX, USA"
18,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
18,Stephen Webb,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
19,Jonah Evans,Texas Parks & Wildlife Department,"Boerne, TX, USA"
20,Darren Proppe,Texas Parks & Wildlife Department,"Dripping Springs, TX, USA"
21,Dana Karelus,Texas Parks & Wildlife Department,"Austin, TX, USA"
22,Rachael Connally,Texas Parks & Wildlife Department,"Alpine, TX, USA"
22,Austin Bohannon,"Texas Parks & Wildlife Department Krysta Demere , Texas Parks & Wildlife Department Olivia Gray , Texas Parks & Wildlife Department Michael Janis ","Alpine, TX, USA"
22,Chase McCrory,,"Sanderson, TX, USA"
22,Julie Myers,Texas Parks & Wildlife Department,"Fort Stockton, TX, USA"
23,Dave Holdermann,Texas Parks & Wildlife Department,"WHITEHOUSE, TX, USA"
24,Sam Kieschnick,Texas Parks & Wildlife Department,"Cedar Hill, TX, USA"
25,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
25,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
25,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
26,Sarah Turner,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
26,William Fox,Texas A&M University - College Station,"College Station, TX, USA"
26,Brian Pierce,Texas A&M University Natural Resources Institute,"Brenham, TX, USA"
27,Addison Singleton,Tarleton State University,"Stephenville, TX, USA"
27,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
27,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
28,Aaron Ortega-Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
28,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
28,Lalo Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
28,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
29,Amanda Hackney,Black Cat GIS and Biological,"Pearland, TX, USA"
30,Josef Leachman,Texas Parks & Wildlife Department,"Austin, TX, USA"
31,Michael Stewart,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Alice, TX, USA"
31,Ashley Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
31,Brian Millsap,New Mexico,
31,State University,,"Las Cruces, NM, USA"
31,William Clark,Raptours,"Harlingen, TX, USA"
32,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
33,ADAM CUPITO,Texas Tech University,"Lubbock, TX, USA"
33,Ariana Rivera,Texas Tech University,"Lubbock, TX, USA"
33,Lucas Schilder,Texas Tech University,"Lubbock, TX, USA"
33,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
34,Madeleine Barham,Texas A&M University - College Station,"Flower Mound, TX, USA"
34,Danielle Walkup,Texas A&M University - College Station,"Bryan, TX, USA"
34,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
35,Sarah Fonville,Texas Tech University,"Lubbock, TX, USA"
35,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
36,Audrey Crawford,Texas Tech University,"Lubbock, TX, USA"
36,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
37,Andrea Montalvo,East Foundation,"Hebbronville, TX, USA"
37,Abe Woodard,East Foundation,"Sarita, TX, USA"
37,Jason Sawyer,East Foundation,"San Antonio, TX, USA"
38,Maya Vaughn,Borderlands Research Institute - Sul Ross State University,"Marfa, TX, USA"
38,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
38,Fidel Hernandez,Texas A&M University - Kingsville,"Kingsville, TX, USA"
38,Ryan Luna,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
39,Caleb Hughes,Sul Ross State University,"Alpine, TX, USA"
39,Ryan Luna,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
39,Lalo Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
39,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
39,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
40,Michael Barrett,Texas A&M University - Kingsville,"Corpus Christi, TX, USA"
40,Evan Tanner,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
40,Randy DeYoung,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
40,Alynn Martin,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
40,R. Dwayne Elmore,Oklahoma State University,"Stillwater, OK, USA"
40,Colter Chitwood,Oklahoma State University,"Stillwater, OK, USA"
40,Craig Davis,Oklahoma State University,"Stillwater, OK, USA"
40,Sam Fuhlendorf,Oklahoma State University,"Stillwater, OK, USA"
40,Nicolle De Filippo,Oklahoma State University,"Stillwater, TX, USA"
40,Cody Griffin,Oklahoma State University,"Stillwater, OK, USA"
41,Marcus Blum,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
41,Bret Collier,Louisiana State University,"Baton Rouge, LA, USA"
41,Byron Buckley,Louisiana State University,"Baton Rouge, LA, USA"
41,Seth Harju,Heron Ecological,"Kingston, ID, USA"
41,Jason Hardin,Texas Parks & Wildlife Department,"Austin, TX, USA"
41,Stephen Webb,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
42,Hailey Barton,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
42,Lalo Gonzalez,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
42,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
42,Levi Heffelfinger,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Ransom Canyon, TX, USA"
42,Froylan Hernandez,Texas Parks & Wildlife Department,"Alpine, TX, USA"
42,Shawn Gray,Texas Parks & Wildlife Department,"Alpine, TX, USA"
43,Kevin Lovasik,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
43,Miranda Hopper,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
43,Bryan Spencer,"Department of Fish and Wildlife Sciences, University of Idaho, Moscow, ID, Randy DeYoung , Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville","Kingsville, TX, USA"
43,Aaron Foley,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
43,Poncho Ortega,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
43,David Hewitt,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
43,Landon Schofield,"East Wildlife Foundation, Kingsville, TX Tyler Campbell , East Foundation","San Antonio, TX, USA"
43,Michael Cherry,CKWRI,"Kingsville, TX, USA"
44,Matt Hewitt,,"Borderlands Research Institute - Sul Ross State University, Alpine, USA"
44,Amanda M. Veals Dutt,"Borderlands Research Institute - Sul Ross State University, Alpine, TX, Justin French , Borderlands Research Institute - Sul Ross State University","Alpine, TX, USA"
44,Dana Karelus,Texas Parks & Wildlife Department,"Austin, TX, USA"
44,Louis Harveson,Sul Ross State University,"Alpine, TX, USA"
45,Nicole Dickan,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
45,Justin French,Borderlands Research Institute - Sul Ross State University,"Alpine, TX, USA"
45,Amanda M. Veals Dutt,"Borderlands Research Institute - Sul Ross State University, Alpine, TX, Louis Harveson , Sul Ross State University","Alpine, TX, USA"
46,Parker Trifiletti,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
46,L. Mike Conner,The Jones Center at Ichauway,"Newton, GA, USA"
46,Steve Jack,Boggy Slough Conservation Area - T.L.L. Temple Foundation,"Lufkin, TX, USA"
46,Michael Cherry,CKWRI,"Kingsville, TX, USA"
47,Anna Racey,Texas A&M University - College Station,"Boerne, TX, USA"
47,Tyler Campbell,East Foundation,"San Antonio, TX, USA"
48,Daniel Scognamillo,,"Kingsville, TX, USA"
48,Thomas Yamashita,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
48,John Young,Texas Department of Transportation,"Austin, TX, USA"
48,Michael Tewes,Texas A&M University - Kingsville,"Kingsville, TX, USA"
49,Julien Washington,Texas Tech,"Lubbock, TX, USA"
49,Clint Boal,"U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit, Texas Tech University","Lubbock, TX, USA"
49,Derek Malone,Texas Tech University,"Lubbock, TX, USA"
50,Duston Duffie,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
50,Andrew Mullaney,Stephen F. Austin State University,"Nacogdoches, TX, USA"
50,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
50,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
50,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
51,Conner Ties,Texas A&M University - College Station,"College Station, TX, USA"
51,Ty Werdel,Texas A&M University - College Station,"College Station, TX, USA"
51,Stephen Webb,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
52,David Pearce,Texas A&M University - College Station,"College Station, TX, USA"
52,Seth Harju,Heron Ecological,"Kingston, ID, USA"
52,Stephen Webb,Texas A&M University Natural Resources Institute,"College Station, TX, USA"
53,Jacob Dykes,Texas A&M University - College Station,"Kingsville, TX, USA"
53,Shraddha Hegde,Texas A&M University - College Station,"College Station, TX, USA"
53,Tammi Johnson,Texas A&M AgriLife Research,"Uvalde, TX, USA"
53,Angelica Lopez,,"Texas A&M University - College Station, College Station, USA"
53,Roel Lopez,Texas A&M University Natural Resources Institute,"San Antonio, TX, USA"
53,Alison Lund,,"Leavenworth, KA, USA"
54,Kaileigh Smith,Tarleton State University,"Austin, TX, USA"
54,Thomas Schwertner,Tarleton State University,"Stephenville, TX, USA"
55,Western Kalahari Corridor,"Botswana. Christopher Mbisana , Tarleton State University","Stephenville, TX, USA"
55,Thomas Schwertner,Tarleton State University,"Stephenville, TX, USA"
55,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
56,Rachel Lane,Tarleton State University,"stephenville, TX, USA"
56,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
57,West Africa Autumn Patterson,,"Tarleton State University, Stephenville, USA"
57,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
57,Mamadou Kane,Virginia Polytechnic Institute and State University,"Blacksburg, VA, USA"
57,Hemanta Kafley,Tarleton State University,"Stephenville, TX, USA"
57,Zachary Farris,Appalachian State University,"Boone, NC, USA"
57,Marcella Kelly,Virginia Tech University,"Blacksburg, VA, USA"
58,Thomas Schwertner,Tarleton State University,"Stephenville, TX, USA"
58,Ricky Garibay,Tarleton State University,"Stephenville, TX, USA"
58,Darrel Murray,Tarleton State University,"Stephenville, TX, USA"
58,Kaileigh Smith,Tarleton State University,"Austin, TX, USA"
58,Phil Sudman,Tarleton State University,"Stephenville, TX, USA"
59,Samantha Leivers,Texas Parks & Wildlife Department,"Plano, TX, USA"
59,Kyle Gabriel,"Texas Parks & Wildlife Department Jonah Evans , Texas Parks & Wildlife Department","Boerne, TX, USA"
59,Christopher Cornelison,"Texas Parks & Wildlife Department Brian Pierce , Texas A&M University Natural Resources Institute","Brenham, TX, USA"
59,Michael Morrison,,"College Station, TX, USA"
60,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
60,Reuber Antoniazzi,Stephen F. Austin State University,"Nacogdoches, TX, USA"
60,Josh Pierce,USDA Forest Service,"Nacogdoches, TX, USA"
60,D. Craig Rudolph,NA,"Santa Paula, CA, USA"
61,Daniel Guerra,Texas State University,"San Antonio, TX, USA"
61,Joseph Veech,Texas State University,"San Marcos, TX, USA"
62,Christin Moeller,Texas A&M University - Kingsville,"Kingsville, TX, USA"
62,Saren Perales,CKWRI / TAMUK,"San Antonio, TX, USA"
62,Wraith Rodriguez,CKWRI / TAMUK,"Kingsville, TX, USA"
62,Scott Henke,Texas A&M University - Kingsville,"Kingsville, TX, USA"
62,David Wester,Texas A&M University - Kingsville,"Kingsville, TX, USA"
62,Sandra Rideout-Hanzak,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
62,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
62,Paul Crump,Texas Parks & Wildlife Department,"Austin, TX, USA"
63,Luke Micek,,"Stephen F. Austin State University, Nacogdoches, USA"
63,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
63,Cord Eversole,Stephen F. Austin State University,"Nacogdoches, TX, USA"
63,David Stewart,U.S. Fish and Wildlife Service,"Albuquerque, NM, USA"
63,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
64,James Emerson,,"Texas State University, Seguin, USA"
64,Dominic DeSantis,Georgia College & State University,"Milledgeville, GA, USA"
64,Jerry Johnson,University of Texas at El Paso,"El Paso, TX, USA"
64,Vicente Mata-Silva,University of Texas at El Paso,"El Paso, TX, USA"
65,Connor Adams,Stephen F. Austin State University,"Nacogdoches, TX, USA"
65,Jessica Glasscock,Stephen F. Austin State University,"Nacogdoches, TX, USA"
65,Christopher Schalk,USDA Forest Service,"Nacogdoches, TX, USA"
66,Ty Werdel,Texas A&M University - College Station,"College Station, TX, USA"
66,David Matarrita-Cascante,Texas A&M University - College Station,"College Station, TX, USA"
66,Jacob Lucero,Texas A&M University - College Station,"College Station, TX, USA"
67,Ben Hendrickson,University of North Texas,"Lewisville, TX, USA"
67,Andrew Gregory,University of North Texas,"DENTON, TX, USA"
68,Aidan Tautges,East Foundation,"Hebbronville, TX, USA"
68,Abe Woodard,East Foundation,"Sarita, TX, USA"
69,Rebecca Bracken,Gulf Coast Bird Observatory,"Lake Jackson, TX, USA"
69,Alex Coenen,Gulf Coast Bird Observatory,"Lake Jackson, TX, USA"
69,Susan Heath,Gulf Coast Bird Observatory,"Lake Jackson, TX, USA"
70,Scott Summers,U.,"Kempner, TX, USA"
71,Alexander Hoxie,Tarleton State University,"Stephenville, TX, USA"
71,Ty Cosper,Tarleton State University,"Killeen, TX, USA"
71,Joanna Carballo,Tarleton State University,"itasca, TX, USA"
71,Rajani Srinivasan,Tarleton State University,"Stephenville, TX, USA"
71,Britt Heidinger,,"North Dakota State University, Fargo, USA"
71,David Westneat,University of Kentucky,"Lexington, KY, USA"
71,Adam Mitchell,Tarleton State University,"Stephenville, TX, USA"
71,Michael Butler,Lafayette College,"Easton, PA, USA"
71,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
72,Gracie Gold,,"Tarleton Student Chapter of the Wildlife Society, Brenham, USA"
72,Samantha Aguilar,New Mexico,
72,State University,,"Las Cruces, TX, USA"
72,Lindsey Willingham,Tarleton State University,"Stephenville, TX, USA"
72,Gabrielle Names,North Dakota State University,"Fargo, TX, USA"
72,Britt Heidinger,,"North Dakota State University, Fargo, USA"
72,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
73,Lindsey Willingham,Tarleton State University,"Stephenville, TX, USA"
73,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
73,Gabrielle Names,North Dakota State University,"Fargo, TX, USA"
73,Britt Heidinger,,"North Dakota State University, Fargo, USA"
73,Samuel Lane,North Dakota State University,"Fargo, ND, USA"
74,Alexis Baum,University of Texas at San Antonio,"San Antonio, TX, USA"
74,Jennifer Smith,University of Texas at San Antonio,"San Antonio, TX, USA"
75,Nancy Montealvo,Tarleton Student Chapter of The Wildlife Society,"Stephenville, TX, USA"
75,Christopher Mbisana,Tarleton State University,"Stephenville, TX, USA"
75,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
75,Thomas Schwertner,Tarleton State University,"Stephenville, TX, USA"
76,Shayla Haiflich,Texas A&M University - Kingsville,"Corpus Christi, TX, USA"
76,Katherine McDaniel,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
76,Chloe Nouzille,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
76,Michael Cherry,CKWRI,"Kingsville, TX, USA"
76,Lisanne Petracca,,"Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville, Kingsville, USA"
77,Cameron Starnes,,"Tarleton State University, Kyle, USA"
77,Heather Mathewson,Tarleton State University,"Stephenville, TX, USA"
77,Zachary Bellows,Tarleton State University,"Stephenville, TX, USA"
78,Madison Vasquez,Texas Chapter of The Wildlife Society,"New Braunfels, TX, USA"
79,Texas Tech University,"Lubbock, USA",
79,Wade Wilson,Texas Tech University,"Lubbock, TX, USA"
79,Jane Rogosch,U.S. Geological Survey Texas Cooperative Fish and Wildlife Research Unit,"Texas Tech University, Lubbock, USA"
80,Ian Massey,Abilene Christian University,"Abilene, TX, USA"
80,Emily Thornock,Abilene Christian University,"Abilene, TX, USA"
80,Avy Langston,Abilene Christian University,"Abilene, TX, USA"
80,James Carpenter,Abilene Christian University,"Abilene, TX, USA"
81,Abby Balson,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Kingsville, TX, USA"
81,Jackson Baack,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"schertz, TX, USA"
81,Kristyn Stewart-Murphy,Caesar Kleberg Wildlife Research Institute - Texas A&M University - Kingsville,"Sinton, TX, USA"
