talk_id,author,institution,city,state,country
33,David Wester,Texas A&M University - Kingsville,Kingsville,TX,USA
41,Shayla Haiflich,Texas A&M University - Kingsville,Kingsville,TX,USA
45,Michael Tewes,Texas A&M University - Kingsville,Kingsville,TX,USA
50,Bart Ballard,Texas A&M University - Kingsville,Kingsville,TX,USA
51,Bart Ballard,Texas A&M University - Kingsville,Kingsville,TX,USA
54,David Wester,Texas A&M University - Kingsville,Kingsville,TX,USA
55,Fidel Hernandez,Texas A&M University - Kingsville,Kingsville,TX,USA
90,Fidel Hernandez,Texas A&M University - Kingsville,Kingsville,TX,USA
90,Benjamin Turner,Texas A&M University - Kingsville,Kingsville,TX,USA
96,Tiffany Pope,Texas A&M University - Kingsville,Kingsville,TX,USA
99,Maedean Cardenas,Texas A&M University - Kingsville,Kingsville,TX,USA
99,Fidel Hernandez,Texas A&M University - Kingsville,Kingsville,TX,USA
106,Bart Ballard,Texas A&M University-Kingsville,Kingsville,TX,USA
110,Maedean Cardenas,Texas A&M University-Kingsville,Kingsville,TX,USA
110,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
113,Miguel Palermo,Texas A&M University-Kingsville,Kingsville,TX,USA
113,Tiffany Pope,Texas A&M University-Kingsville,Kingsville,TX,USA
114,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
115,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
116,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
132,Maggie Rector,Texas A&M University-Kingsville,Kingsville,TX,USA
140,Bart Ballard,Texas A&M University-Kingsville,Kingsville,TX,USA
140,Caleb McKinney,Texas A&M University-Kingsville,Kingsville,TX,USA
146,Brianna Garza,Texas A&M University-Kingsville,Kingsville,TX,USA
146,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
161,Caleb McKinney,Texas A&M University-Kingsville,Kingsville,TX,USA
161,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
161,David Wester,Texas A&M University-Kingsville,Kingsville,TX,USA
167,Javier Robledo,Texas A&M University-Kingsville,Kingsville,TX,USA
171,Emma McMillian,Texas A&M University-Kingsville,Kingsville,TX,USA
171,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
180,Caleb McKinney,Texas A&M University-Kingsville,Kingsville,TX,USA
180,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
180,David Wester,Texas A&M University-Kingsville,Kingsville,TX,USA
199,Bart Ballard,Texas A&M University-Kingsville,Kingsville,TX,USA
205,Abigail Nichols,Texas A&M University-Kingsville,Kingsville,TX,USA
205,Christine Hoskinson,Texas A&M University-Kingsville,Kingsville,TX,USA
206,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
207,Daniel Woolsey,Texas A&M University-Kingsville,Kingsville,TX,USA
210,Bart Ballard,Texas A&M University-Kingsville,Kingsville,TX,USA
211,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
217,Michael Tewes,Texas A&M University-Kingsville,Kingsville,TX,USA
218,Bart Ballard,Texas A&M University-Kingsville,Kingsville,TX,USA
219,Fidel Hernandez,Texas A&M University-Kingsville,Kingsville,TX,USA
224,Logan Liesman,Texas A&M University-Kingsville,Kingsville,TX,USA
199,Javier Segovia,Texas A&M University-Kingsville,Kingsville,TX,USA
28,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
50,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
55,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
92,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
97,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
116,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
131,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
166,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
167,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
168,Scott E. Henke,Texas A&M University-Kingsville,Kingsville,TX,USA
183,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
204,Clayton Hilton,Texas A&M University-Kingsville,Kingsville,TX,USA
90,Anthony Falk,"Texas Native Seeds, Ceasar Kleberg Wildlife Research Institute",Kingsville,TX,USA
195,Anthony Falk,"Texas Native Seeds, Ceasar Kleberg Wildlife Research Institute",Kingsville,TX,USA
28,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
40,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
41,Alexandria Hiott,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
41,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
50,Georgina Eccles,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
131,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
161,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
168,Harry Rakosky,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
183,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
186,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
217,Trevor Black,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
217,Thomas Langschied,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
97,Alexandria Hiott,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
97,Lisanne Petracca,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
99,Liza Soliz,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
110,Liza Soliz,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Kingsville,TX,USA
46,Issabella Serrani Gallego,University of North Texas,Krum,TX,USA
68,James Ray,,Kyle,TX,USA
172,Grace Soechting,Tarleton State University,Kyle,TX,USA
163,Justin Russell,Oregon Department of Fish and Wildlife,La Grande,OR,USA
36,Robert Perez,OPJV/ABC,La Vernia,TX,USA
38,Joseph Lancaster,Gulf Coast Joint Venture,Lafayette,LA,USA
38,Nicholas Enwright,Gulf Coast Joint Venture,Lafayette,LA,USA
38,William Vermillion,Gulf Coast Joint Venture,Lafayette,LA,USA
38,Barry Wilson,Gulf Coast Joint Venture,Lafayette,LA,USA
38,Tyler Morvant,Gulf Coast Joint Venture,Lafayette,LA,USA
130,Mayrena Lugo,East Foundation,Laredo,TX,USA
37,Catalina Berry,Tarleton State University,Laredo,TX,USA
91,Brandi Giles,Texas A&M International University,Laredo,TX,USA
179,Karla Pedraza,Texas A&M International University,Laredo,TX,USA
179,Israel Adame,Texas A&M International University,Laredo,TX,USA
179,Vijayan Sundararaj,Texas A&M International University,Laredo,TX,USA
77,Alison Lund,,Leavenworth,KA,USA
1,Alyssa Herrera,University of North Texas,Lewisville,TX,USA
18,Ben Hendrickson,University of North Texas,Lewisville,TX,USA
65,Brooke Prater,University of North Texas,Lewisville,TX,USA
137,Brooke Prater,University of North Texas,Lewisville,TX,USA
143,Brooke Prater,University of North Texas,Lewisville,TX,USA
144,Brooke Prater,University of North Texas,Lewisville,TX,USA
215,Ben Hendrickson,University of North Texas,Lewisville,TX,USA
183,Julie Young,Utah State University,Logan,UT,USA
57,Shelby Rodriguez-Edwards,University of Texas at Tyler,Longview,TX,USA
217,Elizabeth Grunwald,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Los Fresnos,TX,USA
45,Brandon Jones,U.S. Fish and Wildlife Service,Los Fresnos,TX,USA
11,Miranda Hopper,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
13,Miranda Hopper,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
30,Bailey Kleeberg,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
60,Austin Ibarra,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
94,Miranda Hopper,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
95,Ashlyn Halseth-Ellis,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Lubbock,TX,USA
25,Philip Smith,Department of Environmental Toxicology,Lubbock,TX,USA
25,Cade Coldren,Plant and Soil Science,Lubbock,TX,USA
138,Cade Coldren,Plant and Soil Science,Lubbock,TX,USA
33,John McLaughlin,Texas Parks & Wildlife Department,Lubbock,TX,USA
161,John McLaughlin,Texas Parks & Wildlife Department,Lubbock,TX,USA
180,John McLaughlin,Texas Parks & Wildlife Department,Lubbock,TX,USA
9,Shaelyn Rainey,Texas Tech University,Lubbock,TX,USA
9,Caitlyn Cooper-Norris,Texas Tech University,Lubbock,TX,USA
9,Jhones Sarturi,Texas Tech University,Lubbock,TX,USA
9,Aaron Norris,Texas Tech University,Lubbock,TX,USA
16,C. Brad Dabbert,Texas Tech University,Lubbock,TX,USA
17,C. Brad Dabbert,Texas Tech University,Lubbock,TX,USA
30,Gary Mizer,Texas Tech University,Lubbock,TX,USA
68,Blake Grisham,Texas Tech University,Lubbock,TX,USA
73,William Stewart,Texas Tech University,Lubbock,TX,USA
73,Blake Grisham,Texas Tech University,Lubbock,TX,USA
88,Derek Malone,Texas Tech University,Lubbock,TX,USA
95,Courtney Ramsey,Texas Tech University,Lubbock,TX,USA
109,Blake Grisham,Texas Tech University,Lubbock,TX,USA
123,Madison McGinnis,Texas Tech University,Lubbock,TX,USA
138,Madison Ramsey,Texas Tech University,Lubbock,TX,USA
138,Courtney Ramsey,Texas Tech University,Lubbock,TX,USA
138,C. Brad Dabbert,Texas Tech University,Lubbock,TX,USA
163,Haley Ditzenberger,Texas Tech University,Lubbock,TX,USA
163,Blake Grisham,Texas Tech University,Lubbock,TX,USA
175,William Stewart,Texas Tech University,Lubbock,TX,USA
175,Blake Grisham,Texas Tech University,Lubbock,TX,USA
177,Shaelyn Rainey,Texas Tech University,Lubbock,TX,USA
177,Caitlyn Cooper-Norris,Texas Tech University,Lubbock,TX,USA
177,Aaron Norris,Texas Tech University,Lubbock,TX,USA
9,Alex Pearson,Texas Tech University Student Chapter of The Wildlife Society,Lubbock,TX,USA
73,Scott Longing,Texas Tech University Student Chapter of The Wildlife Society,Lubbock,TX,USA
175,Scott Longing,Texas Tech University Student Chapter of The Wildlife Society,Lubbock,TX,USA
25,Clint W. Boal,US Geological Survey,Lubbock,TX,USA
88,Clint W. Boal,US Geological Survey,Lubbock,TX,USA
123,Clint W. Boal,US Geological Survey,Lubbock,TX,USA
190,Clint W. Boal,US Geological Survey,Lubbock,TX,USA
68,Lauren Spjut,Texas Tech University,Lubbock,TX,USA
123,Scott Collins,Texas Tech University,Lubbock,,USA
10,Steve Jack,"Boggy Slough Conservation Area, T.L.L. Temple Foundation",Lufkin,TX,USA
150,Steve Jack,"Boggy Slough Conservation Area, T.L.L. Temple Foundation",Lufkin,TX,USA
16,Bradley Kubecka,"Tall Timbers Research, Inc.",Magnolia,TX,USA
17,Bradley Kubecka,"Tall Timbers Research, Inc.",Magnolia,TX,USA
201,Caitlin Camp,Sul Ross State University,Manchaca,TX,USA
159,Caitlin Camp,Sul Ross State University,Manchaca,TX,USA
124,Logan Thomas,Kansas State University,Manhattan,KS,USA
214,Christopher Mott,SRSU,Marion,TX,USA
43,Gabriela Palomo-Munoz,"Environmental Science and Technology, University of Maryland",Maryland,MD,USA
81,Mark Mitchell,Texas Parks & Wildlife Department,Mason,TX,USA
43,Estefania Salazar-Giraldo,"Grupo Mastozoologia & Coleccion Teriologica, Universidad de Antioquia,",Medellin,Antioquia,COL
38,Michael Brasher,Ducks Unlimited,Memphis,TN,USA
99,Andrew Olsen,Intermountain West Joint Venture,Missoula,MT,USA
110,Andrew Olsen,Intermountain West Joint Venture,Missoula,MT,USA
149,Paul Lukacs,University of Montana,Missoula,MT,USA
36,Michael C. Duniway,"Southwest Biological Science Center, U.S. Geological Survey",Moab,UT,USA
36,Anna Knight,"Southwest Biological Science Center, U.S. Geological Survey",Moab,UT,USA
43,Alan Suarez- Lopez,"Escuela Nacional de Estudios Superiores, Universidad Nacional Autonoma de Mexico",Morelia,Michoacin,MEX
68,Nate Smith,Texas Parks & Wildlife Department,Mountain Home,TX,USA
155,Clifford Shackelford,Birdscapes Wildlife Consulting,Nacogdoches,TX,USA
91,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
5,Luke Micek,Stephen F. Austin State University,Nacogdoches,TX,USA
5,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
5,Jessica Glasscock,Stephen F. Austin State University,Nacogdoches,TX,USA
43,Gabriel Andrade Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
55,Andrew Mullaney,Stephen F. Austin State University,Nacogdoches,TX,USA
55,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
55,Gabriel Andrade-Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
56,Caleb Mullins,Stephen F. Austin State University,Nacogdoches,TX,USA
56,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
56,Matthew McBroom,Stephen F. Austin State University,Nacogdoches,TX,USA
56,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
91,Gabriel Andrade Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
112,Caleb Mullins,Stephen F. Austin State University,Nacogdoches,TX,USA
112,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
116,Andrew Mullaney,Stephen F. Austin State University,Nacogdoches,TX,USA
116,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
116,Gabriel Andrade-Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
117,Kathryn R. Kidd,Stephen F. Austin State University,Nacogdoches,TX,USA
117,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
117,Jessica Glasscock,Stephen F. Austin State University,Nacogdoches,TX,USA
117,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
118,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
118,Jessica Glasscock,Stephen F. Austin State University,Nacogdoches,TX,USA
119,Daniel Bennett,Stephen F. Austin State University,Nacogdoches,TX,USA
119,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
119,Gabriel Andrade Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
119,Jessica Glasscock,Stephen F. Austin State University,Nacogdoches,TX,USA
128,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
128,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
145,Tatiana Suarez Joaqui,Stephen F. Austin State University,Nacogdoches,TX,USA
145,Kathryn R. Kidd,Stephen F. Austin State University,Nacogdoches,TX,USA
145,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
158,Luke Micek,Stephen F. Austin State University,Nacogdoches,TX,USA
158,Carmen Montana,Stephen F. Austin State University,Nacogdoches,TX,USA
158,Jessica Glasscock,Stephen F. Austin State University,Nacogdoches,TX,USA
160,Brandon Gross,Stephen F. Austin State University,Nacogdoches,TX,USA
160,Gabriel Andrade Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
160,Cord Eversole,Stephen F. Austin State University,Nacogdoches,TX,USA
164,Reuber Antoniazzi,Stephen F. Austin State University,Nacogdoches,TX,USA
164,Kyle Hughes,Stephen F. Austin State University,Nacogdoches,TX,USA
164,Gabriel Andrade-Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
208,Gabriel Andrade Ponce,Stephen F. Austin State University,Nacogdoches,TX,USA
112,Lee Cottle,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
117,Ethan Menzel,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
118,Lilly White,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
118,Ethan Menzel,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
119,Kimi Birrer,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
128,Vincent Jolley,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
128,Ethan Menzel,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
134,Adair Hernandez,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
164,Devin Stage,Stephen F. Austin State University Student Chapter of The Wildlife Society,Nacogdoches,TX,USA
155,James Childress,USDA Forest Service,Nacogdoches,TX,USA
5,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
56,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
56,Daniel Saenz,USDA Forest Service,Nacogdoches,TX,USA
58,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
58,Daniel Saenz,USDA Forest Service,Nacogdoches,TX,USA
71,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
71,Josh Pierce,USDA Forest Service,Nacogdoches,TX,USA
119,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
145,Daniel Saenz,USDA Forest Service,Nacogdoches,TX,USA
145,Cory Adams,USDA Forest Service,Nacogdoches,TX,USA
145,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
155,Cory Adams,USDA Forest Service,Nacogdoches,TX,USA
155,Daniel Saenz,USDA Forest Service,Nacogdoches,TX,USA
158,Christopher Schalk,USDA Forest Service,Nacogdoches,TX,USA
158,Josh Pierce,USDA Forest Service,Nacogdoches,TX,USA
36,Anna Matthews,American Bird Conservancy,New Braunfels,TX,USA
82,Maria Ramirez,Texas State University,New Braunfels,TX,USA
129,Maria Ramirez,Texas State University,New Braunfels,TX,USA
135,Maria Ramirez,Texas State University,New Braunfels,TX,USA
25,Brent Bibles,Unity College,New Gloucester,ME,USA
68,Rachel Clostio,The University of New Orleans,New Orleans,LA,USA
68,Elizabeth Sigler,The University of New Orleans,New Orleans,LA,USA
155,Rusty Plair,,New Waverly,TX,USA
155,Hope Zubek,Texas Parks & Wildlife Department,New Waverly,TX,USA
155,Jeremy Mcmurrin,USDA Forest Service,New waverly,TX,USA
28,Claudia Wultsch,City University of New York,New York,NY,USA
10,L. Mike Conner,The Jones Center at Ichauway,Newton,GA,USA
99,Stephanie Shea,University of Maine,Orono,ME,USA
110,Stephanie Shea,University of Maine,Orono,ME,USA
52,Amanda Hackney,Black Cat GIS and Biological,Pearland,TX,USA
16,Trey Johnson,Texas Tech University,Ponder,TX,USA
17,Trey Johnson,Texas Tech University,Ponder,TX,USA
103,Jonathan Warner,Texas Parks & Wildlife Department,Port Arthur,TX,USA
221,Jennifer Korstian,TetraTech,Portland,OR,USA
198,Victoria Langham,University of North Texas,Providence Village,TX,USA
93,JanaÃ­na CapelliPeixoto,"Department of Veterinary Microbiology and Pathology, Washington State University",Pullman,WA,USA
93,Naomi Taus,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
93,Sara Davis,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
93,Lowell Kappmeyer,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
93,Karen Poh,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
93,Jacob Laughery,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
93,Massaro Ueti,"USDA, Animal Disease Research Unit, ARS",Pullman,WA,USA
182,Donald Beard,Texas Parks & Wildlife Department,Quitaque,TX,USA
9,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
12,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
28,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
29,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
30,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
59,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
60,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
61,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
62,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
95,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
131,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
132,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
159,Levi Heffelfinger,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Ransom Canyon,TX,USA
68,Wendy Tori,Earlham College,Richmond,IN,USA
49,Carter Crouch,International Crane Foundation,Rockport,TX,USA
49,Matti Bradshaw,International Crane Foundation,Rockport,TX,USA
36,Rebekah Rylander,"Rio Grande Joint Venture, American Bird Conservancy",Rockport,TX,USA
165,Adam Vonderschmidt,Rolling Plains Quail Research Foundation,Rotan,TX,USA
165,Dan Foley,Rolling Plains Quail Research Foundation,Rotan,TX,USA
191,Emily Thornock,Rolling Plains Quail Research Foundation,Rotan,TX,USA
191,Adam Vonderschmidt,Rolling Plains Quail Research Foundation,Rotan,TX,USA
191,Dan Foley,Rolling Plains Quail Research Foundation,Rotan,TX,USA
194,Simeon Poehlman,Rolling Plains Quail Research Foundation,Rotan,TX,USA
194,Dan Foley,Rolling Plains Quail Research Foundation,Rotan,TX,USA
165,Ryan O'Shaughnessy,Rolling Plains Quail Research Ranch,Rotan,TX,USA
100,E. Alejandro Lozano-Cavazos,Universidad Autonoma Agraria Antonio Narro,Saltillo,Coahuila,MEX
63,E. Alejandro Lozano-Cavazos,Universidad Autonoma Agraria Antonio Narro,Saltillo,Coahuila,MEX
111,E. Alejandro Lozano-Cavazos,Universidad Autonoma Agraria Antonio Narro,Saltillo,Coahuila,MEX
99,Dale Rollins,Rolling Plains Quail Research Foundation,San Angelo,TX,USA
110,Dale Rollins,Rolling Plains Quail Research Foundation,San Angelo,TX,USA
222,Morgan Treadwell,Texas A&M Agrilife Extension,San Angelo,TX,USA
11,Tyler Campbell,East Foundation,San Antonio,TX,USA
13,Tyler Campbell,East Foundation,San Antonio,TX,USA
42,Ashley Reeves,East Foundation,San Antonio,TX,USA
45,Ashley Reeves,East Foundation,San Antonio,TX,USA
92,Ashley Reeves,East Foundation,San Antonio,TX,USA
94,Tyler Campbell,East Foundation,San Antonio,TX,USA
94,Jason Sawyer,East Foundation,San Antonio,TX,USA
96,Ashley Reeves,East Foundation,San Antonio,TX,USA
97,Ashley Reeves,East Foundation,San Antonio,TX,USA
98,Tyler Campbell,East Foundation,San Antonio,TX,USA
113,Ashley Reeves,East Foundation,San Antonio,TX,USA
183,Ashley Reeves,East Foundation,San Antonio,TX,USA
186,Ashley Reeves,East Foundation,San Antonio,TX,USA
3,Alexander Hoxie,Tarleton State University,San Antonio,TX,USA
125,Naomi Zahn,Tarleton State University,San Antonio,TX,USA
127,Alexander Hoxie,Tarleton State University,San Antonio,TX,USA
133,Alexander Hoxie,Tarleton State University,San Antonio,TX,USA
212,Alexander Hoxie,Tarleton State University,San Antonio,TX,USA
25,Amaris Shammaa,Texas Tech University,San Antonio,TX,USA
53,Jie Huang,University of Texas at San Antonio,San Antonio,TX,USA
64,Alexis Baum,University of Texas at San Antonio,San Antonio,TX,USA
64,Zachary Tonzetich,University of Texas at San Antonio,San Antonio,TX,USA
67,Mariel Ortega,University of Texas at San Antonio,San Antonio,TX,USA
67,Amelia King-Kostelac,University of Texas at San Antonio,San Antonio,TX,USA
79,Jie Huang,University of Texas at San Antonio,San Antonio,TX,USA
85,Sara Weaver,Bowman Consulting,San Marcos,TX,USA
85,JD Garcia,Bowman Consulting,San Marcos,TX,USA
221,Sara Weaver,Bowman Consulting,San Marcos,TX,USA
218,Owen Fitzsimmons,Texas Parks & Wildlife Department,San Marcos,TX,USA
31,Drew Berdo,Texas State University,San Marcos,TX,USA
31,Joseph Veech,Texas State University,San Marcos,TX,USA
74,Abby Meeks,Texas State University,San Marcos,TX,USA
74,Christopher Serenari,Texas State University,San Marcos,TX,USA
82,Madison Nadler,Texas State University,San Marcos,TX,USA
82,Sarah Fritts,Texas State University,San Marcos,TX,USA
102,Cerise Mensah,Texas State University,San Marcos,TX,USA
102,Madison Nadler,Texas State University,San Marcos,TX,USA
102,Sarah Fritts,Texas State University,San Marcos,TX,USA
120,Cerise Mensah,Texas State University,San Marcos,TX,USA
120,Madison Nadler,Texas State University,San Marcos,TX,USA
120,Sarah Fritts,Texas State University,San Marcos,TX,USA
129,Madison Nadler,Texas State University,San Marcos,TX,USA
129,Sarah Fritts,Texas State University,San Marcos,TX,USA
135,Emily Stelling,Texas State University,San Marcos,TX,USA
135,Sarah Fritts,Texas State University,San Marcos,TX,USA
221,Sarah Fritts,Texas State University,San Marcos,TX,USA
102,Carly Naundorff,Texas State University Student Chapter of The Wildlife Society,San Marcos,TX,USA
120,Carly Naundorff,Texas State University Student Chapter of The Wildlife Society,San Marcos,TX,USA
204,Madison Vastine,Sul Ross State University,Sanderson,TX,USA
30,Anthony Opatz,New Mexico Department of Game and Fish,Santa Fe,NM,USA
50,Mason Cline,New Mexico Department of Game and Fish,Santa Fe,NM,USA
43,Victor Castelazo-Calva,"Center of Applied Ecology and Sustainability (CAPES), Pontificia Universidad Catolica de Chile",Santiago,Region Metropolitana de Santiago,CHL
40,Beth Gardner,University of Washington,Seattle,WA,USA
30,Warren Conway,Texas Tech University,Shallowater,TX,USA
73,Warren Conway,Texas Tech University,Shallowater,TX,USA
95,Warren Conway,Texas Tech University,Shallowater,TX,USA
138,Warren Conway,Texas Tech University,Shallowater,TX,USA
175,Warren Conway,Texas Tech University,Shallowater,TX,USA
38,Mark Parr,FWS,Shepherdstown,WV,USA
15,Kristyn Stewart-Murphy,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Sinton,TX,USA
19,Kristyn Stewart-Murphy,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Sinton,TX,USA
25,Dale James,Rob and Bessie Welder Wildlife Foundation,Sinton,TX,USA
50,Dale James,Rob and Bessie Welder Wildlife Foundation,Sinton,TX,USA
77,Addie Smith,Texas A&M University Natural Resources Institute-College Station,Smithville,TX,USA
36,Daniel Bunting,"Science Applications, U.S. Fish and Wildlife Service",Austin,TX,USA
94,Kendall Bancroft,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Spokane,WA,USA
114,Will Stephens,"Caesar Kleberg Wildlife Research Institute, Texas A&M University - Kingsville",Spring Branch,TX,USA
