Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
2009985,107 West Colonia,Populated Place,Hidalgo County,Texas,Alton,41,26.3184033,-98.2652916,None,10/20/2003,null,null,null,null,48215,48
2009986,11 North-Victoria Road-FM 493 Colonia,Populated Place,Hidalgo County,Texas,Donna,24,26.2134069,-98.0313936,None,10/20/2003,null,null,null,null,48215,48
2009987,13 1/2 North-FM 493 Colonia,Populated Place,Hidalgo County,Texas,Donna,22,26.2492392,-98.0402828,None,10/20/2003,null,null,null,null,48215,48
2009988,13 North-2 West Colonia,Populated Place,Hidalgo County,Texas,Mercedes,17,26.2442397,-97.9391676,None,10/20/2003,null,null,null,null,48215,48
2009989,15 1/2 North-FM 491 Colonia,Populated Place,Hidalgo County,Texas,Edcouch,17,26.2814611,-97.9183335,None,10/20/2003,null,null,null,null,48215,48
2009990,17 1/2 North-6 West Colonia,Populated Place,Hidalgo County,Texas,La Blanca,21,26.3092375,-98.0202821,None,10/20/2003,null,null,null,null,48215,48
2010295,"1st, 2nd, and 3rd Street Area Colonia",Populated Place,Bee County,Texas,Beeville East,65,28.4333309,-97.7113861,None,10/20/2003,null,null,null,null,48025,48
2010309,21 Subdivision Colonia,Populated Place,Cameron County,Texas,East Brownsville,7,25.8903589,-97.4283141,None,10/20/2003,null,null,null,null,48061,48
2009991,281 Estates Colonia,Populated Place,Hidalgo County,Texas,Faysville,25,26.3784018,-98.1522317,None,10/20/2003,null,null,null,null,48215,48
2011497,665 Site Colonia,Populated Place,Jim Wells County,Texas,Alice South,51,27.7303052,-98.0333353,None,10/20/2003,null,null,null,null,48249,48
2009992,9 North-East FM 493 Colonia,Populated Place,Hidalgo County,Texas,San Juan SE,24,26.1153541,-98.066395,None,10/20/2003,null,null,null,null,48215,48
2010643,A F Pierce Colonia,Populated Place,Zapata County,Texas,Zapata,120,26.9042051,-99.2742034,None,10/20/2003,null,null,null,null,48505,48
2011255,A T Martinez Colonia,Populated Place,Starr County,Texas,Rio Grande City North,63,26.3903425,-98.8433607,None,10/20/2003,null,null,null,null,48427,48
2009993,A and E Ramirez Colonia,Populated Place,Hidalgo County,Texas,Progreso,20,26.0953546,-97.9513907,None,10/20/2003,null,null,null,null,48215,48
2009994,A and E Ramirez Colonia Number 2,Populated Place,Hidalgo County,Texas,Progreso,20,26.0992434,-97.9533352,None,10/20/2003,null,null,null,null,48215,48
1329165,Abbott,Populated Place,Hill County,Texas,Abbott,217,31.8848809,-97.0733361,None,11/30/1979,00100,P1,null,null,48217,48
1377158,Abell,Populated Place,Carson County,Texas,Abell,1063,35.3933811,-101.458781,None,12/31/2003,00112,U6,null,null,48065,48
1379306,Abell City,Populated Place,Pecos County,Texas,Buena Vista,726,31.2501438,-102.65876,None,11/30/1979,null,null,null,null,48371,48
1329169,Abercrombie,Populated Place,Travis County,Texas,Austin East,219,30.338817,-97.7255615,None,11/30/1979,00124,U4,null,null,48453,48
1379307,Abercrombie,Populated Place,Brazoria County,Texas,Ashwood,9,29.032196,-95.7532848,None,11/30/1979,null,null,null,null,48039,48
1379308,Aberdeen,Populated Place,Collingsworth County,Texas,Lutie,632,35.0378299,-100.1492797,None,11/30/1979,00136,U6,null,null,48087,48
1350850,Aberfoyle,Populated Place,Hunt County,Texas,Wolfe City,184,33.3051113,-96.0252479,None,11/30/1979,00148,U6,null,null,48231,48
1350851,Abernathy,Populated Place,Lubbock County,Texas,Abernathy,1024,33.8323038,-101.8429491,None,11/30/1979,00160,P1,null,null,48303,48
1329173,Abilene,Populated Place,Taylor County,Texas,Abilene East,521,32.4487364,-99.7331439,1/1/1943,11/30/1979,01000,P1,null,null,48441,48
1379309,Abington,Populated Place,Childress County,Texas,Smithdale,516,34.5445053,-100.2073361,None,11/30/1979,null,null,null,null,48075,48
2034631,Ables Springs,Populated Place,Kaufman County,Texas,Ables Springs,158,32.8148476,-96.1210842,None,2/20/2004,null,null,null,null,48257,48
1384213,Abner,Populated Place,Kaufman County,Texas,Elmo,163,32.6279109,-96.1916425,None,11/30/1979,01048,U6,null,null,48257,48
1329182,Abram,Populated Place,Hidalgo County,Texas,La Joya,36,26.1997957,-98.4111287,None,11/30/1979,01060,U5,null,null,48215,48
2009995,Abram North Colonia,Populated Place,Hidalgo County,Texas,Citrus City,61,26.287293,-98.3864063,None,10/20/2003,null,null,null,null,48215,48
1377122,Abshier Settlement,Populated Place,Liberty County,Texas,Whites Bayou,11,29.915496,-94.6238064,None,12/31/2003,null,null,null,null,48291,48
2009996,Acacia Colonia,Populated Place,Hidalgo County,Texas,Edinburg,33,26.2514612,-98.1883444,None,10/20/2003,null,null,null,null,48215,48
1350858,Academy,Populated Place,Bell County,Texas,Little River,148,30.9810162,-97.3416686,None,11/30/1979,01078,U4,null,null,48027,48
1379310,Acala,Populated Place,Hudspeth County,Texas,Acala,1083,31.334013,-105.9144137,None,11/30/1979,01084,U6,null,null,48229,48
1377916,Acampo,Populated Place,Shackelford County,Texas,Acampo,583,32.7128965,-99.4436928,None,11/30/1979,null,null,null,null,48417,48
1379311,Ace,Populated Place,Polk County,Texas,Schwab City,53,30.5363152,-94.8243744,None,11/30/1979,01096,U6,null,null,48373,48
2009959,Acevedo Colonia Number 4,Populated Place,Hidalgo County,Texas,Mission,36,26.20924,-98.3691832,None,10/20/2003,null,null,null,null,48215,48
2009960,Acevedo Number 3 Colonia,Populated Place,Hidalgo County,Texas,Citrus City,57,26.2892375,-98.3758505,None,10/20/2003,null,null,null,null,48215,48
1329187,Ackerly,Populated Place,Dawson County,Texas,Ackerly,854,32.5264993,-101.71597,None,11/30/1979,01108,P1,null,null,48115,48
2009961,Acosta Colonia,Populated Place,Hidalgo County,Texas,Alton,43,26.3172922,-98.2752919,None,10/20/2003,null,null,null,null,48215,48
2009962,Acre Tract Colonia,Populated Place,Hidalgo County,Texas,Mercedes,18,26.2284067,-97.9583351,None,10/20/2003,null,null,null,null,48215,48
1329192,Acton,Populated Place,Hood County,Texas,Acton,240,32.4468056,-97.6903044,None,11/30/1979,null,null,null,null,48221,48
1379313,Acuff,Populated Place,Lubbock County,Texas,Acuff,957,33.5950861,-101.6201618,None,11/30/1979,01156,U6,null,null,48303,48
1379314,Acworth,Populated Place,Red River County,Texas,Acworth,120,33.774275,-94.9496656,None,11/30/1979,01168,U6,null,null,48387,48
2034808,Ada,Populated Place,Montgomery County,Texas,Willis,102,30.4879806,-95.4913315,None,2/20/2004,null,null,null,null,48339,48
1377917,Adair,Populated Place,Terry County,Texas,Ashmore,980,32.9628713,-102.2546231,None,11/30/1979,null,null,null,null,48445,48
2009963,Adam Lee Colonia,Populated Place,Hidalgo County,Texas,Faysville,26,26.3764573,-98.1672322,None,10/20/2003,null,null,null,null,48215,48
1379315,Adams,Populated Place,Schleicher County,Texas,Adams,701,30.9346154,-100.2648086,None,11/30/1979,null,null,null,null,48413,48
1379316,Adams,Populated Place,Lamar County,Texas,Blossom,152,33.7048281,-95.4880113,None,11/30/1979,null,null,null,null,48277,48
2034642,Adams Gardens,Populated Place,Cameron County,Texas,La Feria,17,26.1684088,-97.7924951,None,2/20/2004,null,null,null,null,48061,48
2472368,Adams Oaks,Populated Place,Montgomery County,Texas,Moonshine Hill,28,30.0981,-95.2076,None,7/16/2008,null,null,null,null,48339,48
1350883,Adamsville,Populated Place,Lampasas County,Texas,Adamsville,324,31.3012767,-98.1689206,None,11/30/1979,01204,U6,null,null,48281,48
1329222,Addicks,Populated Place,Harris County,Texas,Addicks,28,29.7824508,-95.6424457,None,11/30/1979,01216,U6,null,null,48201,48
1379317,Addielou,Populated Place,Red River County,Texas,Manchester,135,33.81483,-95.2166179,None,11/30/1979,01228,U6,null,null,48387,48
1329223,Addison,Populated Place,Dallas County,Texas,Addison,194,32.96179,-96.8291685,None,11/30/1979,01240,P1,null,null,48113,48
1379318,Addran,Populated Place,Hopkins County,Texas,Tira,160,33.294278,-95.6030116,None,11/30/1979,01252,U6,null,null,48223,48
1379319,Adel,Populated Place,Lavaca County,Texas,Yoakum,111,29.3496889,-97.1730425,None,11/30/1979,null,null,null,null,48285,48
1377918,Adell,Populated Place,Parker County,Texas,Adell,327,32.8845696,-97.9222597,None,11/30/1979,01264,U6,null,null,48367,48
1379320,Adina,Populated Place,Lee County,Texas,Beaukiss,134,30.4215962,-97.1724901,None,11/30/1979,null,null,null,null,48287,48
1329227,Adkins,Populated Place,Bexar County,Texas,Saint Hedwig,170,29.3930129,-98.2372329,None,11/30/1979,01288,U6,null,null,48029,48
2009964,Adkins Colonia,Populated Place,Hidalgo County,Texas,Donna,30,26.1972961,-98.1202859,None,10/20/2003,null,null,null,null,48215,48
1377919,Admiral,Populated Place,Callahan County,Texas,Admiral,503,32.2965198,-99.2978494,None,11/30/1979,01300,U6,null,null,48059,48
2010154,Adobe Colonia,Populated Place,El Paso County,Texas,Ysleta,1115,31.6512238,-106.3024811,None,10/20/2003,null,null,null,null,48141,48
1379321,Adobe Crossing,Populated Place,Pecos County,Texas,Girvin SE,686,31.0529279,-102.3073604,None,11/30/1979,null,null,null,null,48371,48
2034918,Adobes,Populated Place,Presidio County,Texas,Adobes,814,29.7593401,-104.5535373,None,2/20/2004,null,null,null,null,48377,48
1350899,Adrian,Populated Place,Oldham County,Texas,Adrian,1231,35.2747775,-102.6652114,None,11/30/1979,01324,P1,null,null,48359,48
1379322,Adsul,Populated Place,Newton County,Texas,Bleakwood,30,30.6429813,-93.8429568,None,11/30/1979,01336,U6,null,null,48351,48
1377920,Advance,Populated Place,Parker County,Texas,Adell,352,32.9412342,-97.9272595,None,11/30/1979,null,null,null,null,48367,48
1379323,Ady,Populated Place,Potter County,Texas,Ady,960,35.4856041,-102.1324141,None,11/30/1979,01348,U6,null,null,48375,48
1350900,Aero Vista,Populated Place,El Paso County,Texas,El Paso,1194,31.8242741,-106.3885963,None,11/30/1979,01360,U6,null,null,48141,48
1350902,Afton,Populated Place,Dickens County,Texas,Afton,773,33.7628599,-100.8168001,None,11/30/1979,null,null,null,null,48125,48
1377921,Agnes,Populated Place,Parker County,Texas,Poolville,370,32.9792888,-97.7886421,None,11/30/1979,01384,U6,null,null,48367,48
1852681,Agua Dulce,Populated Place,El Paso County,Texas,Clint NW,1229,31.6551136,-106.1388658,None,1/18/2000,01390,U5,null,null,48141,48
1329253,Agua Dulce,Populated Place,Nueces County,Texas,Agua Dulce,38,27.781692,-97.9086105,None,11/30/1979,01396,P1,null,null,48355,48
2010155,Agua Dulce Colonia,Populated Place,El Paso County,Texas,Clint NW,1227,31.6612245,-106.1455328,None,10/20/2003,null,null,null,null,48141,48
2009965,Agua Dulce Colonia,Populated Place,Hidalgo County,Texas,Mercedes,22,26.1292426,-97.9652801,None,10/20/2003,null,null,null,null,48215,48
2010156,Agua Dulce Number 2 Colonia,Populated Place,El Paso County,Texas,Clint NW,1228,31.6570579,-106.142477,None,10/20/2003,null,null,null,null,48141,48
2010157,Agua Dulce Number 3 Colonia,Populated Place,El Paso County,Texas,Clint NW,1228,31.6620578,-106.1424771,None,10/20/2003,null,null,null,null,48141,48
2010158,Agua Dulce Number 4 Colonia,Populated Place,El Paso County,Texas,Clint NW,1231,31.6662244,-106.1424771,None,10/20/2003,null,null,null,null,48141,48
2010159,Agua Dulce Number 5 Colonia,Populated Place,El Paso County,Texas,Clint NW,1230,31.6612245,-106.1394215,None,10/20/2003,null,null,null,null,48141,48
2011498,Agua Dulce Ranch Number 1 Colonia,Populated Place,Jim Wells County,Texas,San Diego NE,69,27.970295,-98.027224,None,10/20/2003,null,null,null,null,48249,48
2011499,Agua Dulce Ranch Number 2 Colonia,Populated Place,Jim Wells County,Texas,San Diego NE,67,27.9472404,-98.0313908,None,10/20/2003,null,null,null,null,48249,48
2011500,Agua Dulce Ranch Number 3 Colonia,Populated Place,Jim Wells County,Texas,San Diego NE,64,27.9602954,-98.0302797,None,10/20/2003,null,null,null,null,48249,48
1381013,Agua Nueva,Populated Place,Jim Hogg County,Texas,Agua Nueva,127,26.9017168,-98.6002976,None,11/30/1979,01408,U6,null,null,48247,48
1329274,Aguilares,Populated Place,Webb County,Texas,Mirando City,183,27.4486359,-99.0872507,None,11/30/1979,01420,U5,null,null,48479,48
2010729,Aguilares Acres Colonia,Populated Place,Webb County,Texas,Mirando City,178,27.4522468,-99.0922508,None,10/20/2003,null,null,null,null,48479,48
1379324,Aiken,Populated Place,Floyd County,Texas,Aiken,1006,34.1422953,-101.5257226,None,11/30/1979,01432,U6,null,null,48153,48
1350911,Aiken,Populated Place,Shelby County,Texas,Mount Herman,124,31.6898998,-94.3321466,None,11/30/1979,01444,U6,null,null,48419,48
1379325,Aikin Grove,Populated Place,Red River County,Texas,Clarksville,115,33.5556652,-95.0485542,None,11/30/1979,null,null,null,null,48387,48
2011501,Aimee Acres Colonia,Populated Place,Jim Wells County,Texas,San Diego NE,79,27.9333522,-98.0341687,None,10/20/2003,null,null,null,null,48249,48
2011502,Aimee Acres Number 2 Colonia,Populated Place,Jim Wells County,Texas,San Diego NE,83,27.9372408,-98.0363909,None,10/20/2003,null,null,null,null,48249,48
1384194,Ainsworth,Populated Place,Liberty County,Texas,Cleveland,40,30.3140984,-95.0307647,None,12/31/2003,null,null,null,null,48291,48
2472369,Airline Estates,Populated Place,Harris County,Texas,Aldine,24,29.9028,-95.4095,None,7/16/2008,null,null,null,null,48201,48
2472370,Airline Farms,Populated Place,Harris County,Texas,Aldine,24,29.9042,-95.4186,None,7/16/2008,null,null,null,null,48201,48
2472371,Airline Terrace,Populated Place,Harris County,Texas,Aldine,25,29.9128,-95.4063,None,7/16/2008,null,null,null,null,48201,48
2011386,Airport Addition Colonia,Populated Place,Maverick County,Texas,Quemado SE,257,28.8613599,-100.5434125,None,10/20/2003,null,null,null,null,48323,48
1329285,Airport City,Populated Place,Bexar County,Texas,Schertz,223,29.5330076,-98.3014016,None,11/30/1979,01492,U4,null,null,48029,48
2011256,Airport Heights Colonia,Populated Place,Starr County,Texas,Rio Grande City North,78,26.4092308,-98.8364162,None,10/20/2003,null,null,null,null,48427,48
1852682,Airport Road Addition,Populated Place,Brooks County,Texas,Flowella,31,27.2200435,-98.0994483,None,1/18/2000,01514,U5,null,null,48047,48
2010303,Airport Road Addition Colonia,Populated Place,Brooks County,Texas,Flowella,32,27.2142102,-98.1122263,None,10/20/2003,null,null,null,null,48047,48
2472372,Airstream,Populated Place,Harris County,Texas,Jacinto City,13,29.8654,-95.1837,None,7/16/2008,null,null,null,null,48201,48
1379327,Airville,Populated Place,Bell County,Texas,Seaton,164,31.0771252,-97.1636072,None,11/30/1979,01528,U6,null,null,48027,48
2009966,Akin Development Colonia,Populated Place,Hidalgo County,Texas,La Joya,46,26.2372947,-98.384184,None,10/20/2003,null,null,null,null,48215,48
2011257,Ala Blanca Colonia,Populated Place,Starr County,Texas,Roma-Los Saenz East,66,26.4103405,-98.9983634,None,10/20/2003,null,null,null,null,48427,48
2009967,Ala Blanca Colonia Number 1,Populated Place,Hidalgo County,Texas,Mission,42,26.2222951,-98.3552941,None,10/20/2003,null,null,null,null,48215,48
2009968,Ala Blanca Colonia Number 2,Populated Place,Hidalgo County,Texas,Mission,43,26.2203508,-98.3533496,None,10/20/2003,null,null,null,null,48215,48
2009969,Ala Blanca Colonia Number 3,Populated Place,Hidalgo County,Texas,Mission,42,26.2203508,-98.3541829,None,10/20/2003,null,null,null,null,48215,48
2009970,Ala Blanca Colonia Number 4,Populated Place,Hidalgo County,Texas,Mission,41,26.2203508,-98.3552941,None,10/20/2003,null,null,null,null,48215,48
2009971,Ala Blanca Norte Number 1 Colonia,Populated Place,Hidalgo County,Texas,Mission,44,26.2234063,-98.3522384,None,10/20/2003,null,null,null,null,48215,48
2009972,Ala Blanca Norte Number 2 Colonia,Populated Place,Hidalgo County,Texas,Mission,43,26.2284062,-98.3514051,None,10/20/2003,null,null,null,null,48215,48
2009973,Ala Blanca Norte Number 3 Colonia,Populated Place,Hidalgo County,Texas,Mission,43,26.2253507,-98.354183,None,10/20/2003,null,null,null,null,48215,48
2009974,Ala Blanca Norte Number 4 Colonia,Populated Place,Hidalgo County,Texas,Mission,43,26.227295,-98.3533497,None,10/20/2003,null,null,null,null,48215,48
2010310,Alabama-Arkansas Colonia,Populated Place,Cameron County,Texas,Southmost,5,25.8653596,-97.3833117,None,10/20/2003,null,null,null,null,48061,48
2010160,Alameda Estates Colonia,Populated Place,El Paso County,Texas,Ysleta,1115,31.6470572,-106.2955365,None,10/20/2003,null,null,null,null,48141,48
1329296,Alamo,Populated Place,Hidalgo County,Texas,Donna,30,26.1836854,-98.1230638,None,11/30/1979,01576,P1,null,null,48215,48
1377083,Alamo Alto,Populated Place,El Paso County,Texas,Tornillo,1088,31.4051216,-106.023861,None,12/31/2003,01588,U6,null,null,48141,48
2034596,Alamo Beach,Populated Place,Calhoun County,Texas,Port Lavaca East,4,28.579998,-96.5863662,None,2/20/2004,null,null,null,null,48057,48
1329300,Alamo Heights,Populated Place,Bexar County,Texas,San Antonio East,244,29.4849531,-98.4658502,None,11/30/1979,01600,P1,null,null,48029,48
2009975,Alamo Orchards Colonia,Populated Place,Hidalgo County,Texas,Pharr,30,26.1622972,-98.1291751,None,10/20/2003,null,null,null,null,48215,48
2011341,Alamo Ranchettes Colonia,Populated Place,Pecos County,Texas,Twelvemile Mesa,924,30.8570997,-102.9023785,None,10/20/2003,null,null,null,null,48371,48
2009976,Alamo Rose RV Resort Colonia,Populated Place,Hidalgo County,Texas,Donna,30,26.1692415,-98.1233416,None,10/20/2003,null,null,null,null,48215,48
1329314,Alamo Village,Populated Place,Kinney County,Texas,Pinto Mountain,382,29.4280093,-100.3950791,None,11/30/1979,null,null,null,null,48271,48
1350947,Alanreed,Populated Place,Gray County,Texas,Alanreed,923,35.2125494,-100.7343059,None,11/30/1979,null,null,null,null,48179,48
1383737,Alazan,Populated Place,Nacogdoches County,Texas,Lake Nacogdoches South,110,31.5832348,-94.7860448,None,7/1/1992,01624,U6,null,null,48347,48
1329324,Alba,Populated Place,Wood County,Texas,Alba,138,32.7929034,-95.6344037,None,11/30/1979,01636,P1,null,null,48499,48
1329326,Albany,Populated Place,Shackelford County,Texas,Albany,431,32.723452,-99.2973005,None,11/30/1979,01648,P1,null,null,48417,48
1377922,Albert,Populated Place,Gillespie County,Texas,Hye,450,30.1938154,-98.6016958,None,11/30/1979,01660,U6,null,null,48171,48
2009977,Alberta Acres Colonia,Populated Place,Hidalgo County,Texas,Donna,28,26.2472947,-98.1052854,None,10/20/2003,null,null,null,null,48215,48
2009910,Alberta Estates Number 2 Colonia,Populated Place,Hidalgo County,Texas,Pharr,30,26.2492391,-98.1522317,None,10/20/2003,null,null,null,null,48215,48
2009911,Albino Rodriguez Estates Colonia,Populated Place,Hidalgo County,Texas,Edinburg,30,26.2584055,-98.1383423,None,10/20/2003,null,null,null,null,48215,48
1379328,Albion,Populated Place,Red River County,Texas,Negley,117,33.8589967,-95.0307803,None,11/30/1979,01684,U6,null,null,48387,48
2472375,Albury Manor,Populated Place,Harris County,Texas,Tomball,48,30.0676,-95.5857,None,7/16/2008,null,null,null,null,48201,48
1381297,Alco,Populated Place,Angelina County,Texas,Huntington,86,31.3521302,-94.5704838,None,11/30/1979,null,null,null,null,48005,48
1379329,Alcoa,Populated Place,Milam County,Texas,Alcoa Lake,146,30.564369,-97.066654,None,11/30/1979,null,null,null,null,48331,48
2010161,Aldama Estates Colonia,Populated Place,El Paso County,Texas,Ysleta,1113,31.6362244,-106.2716469,None,10/20/2003,null,null,null,null,48141,48
1379330,Alderbranch,Populated Place,Anderson County,Texas,Slocum,112,31.6887851,-95.4580064,None,11/30/1979,null,null,null,null,48001,48
1350960,Aldine,Populated Place,Harris County,Texas,Aldine,25,29.932445,-95.3802149,None,11/30/1979,01696,U5,null,null,48201,48
2472376,Aldine City,Populated Place,Harris County,Texas,Humble,21,29.9275,-95.343,None,7/16/2008,null,null,null,null,48201,48
2472377,Aldine Meadows,Populated Place,Harris County,Texas,Humble,23,29.9352,-95.3747,None,7/16/2008,null,null,null,null,48201,48
2472378,Aldine Place,Populated Place,Harris County,Texas,Humble,21,29.9284,-95.3522,None,7/16/2008,null,null,null,null,48201,48
1329342,Aledo,Populated Place,Parker County,Texas,Aledo,269,32.6959643,-97.6022471,None,11/30/1979,01744,P1,null,null,48367,48
1377923,Alejandrenas,Populated Place,Zapata County,Texas,Arroyo Clareno,99,26.7772679,-99.1403121,None,11/30/1979,null,null,null,null,48505,48
1329344,Aleman,Populated Place,Hamilton County,Texas,Hamilton East,357,31.6323789,-98.0422539,None,11/30/1979,01756,U6,null,null,48193,48
2009912,Alex Cavazos Colonia,Populated Place,Hidalgo County,Texas,Alton,55,26.2603496,-98.3422384,None,10/20/2003,null,null,null,null,48215,48
1329346,Alexander,Populated Place,Erath County,Texas,Alexander,366,32.0590335,-98.2061509,None,11/30/1979,01768,U6,null,null,48143,48
2472379,Alexander Landing,Populated Place,Brazoria County,Texas,Pearland,13,29.5623,-95.268,None,7/16/2008,null,null,null,null,48039,48
2034927,Alexanders Store,Populated Place,Shelby County,Texas,Patroon South,79,31.6171211,-93.9265784,None,2/20/2004,null,null,null,null,48419,48
2034834,Aley,Populated Place,Henderson County,Texas,Styx,109,32.3218114,-96.2571997,None,2/20/2004,null,null,null,null,48213,48
1350977,Alfalfa,Populated Place,El Paso County,Texas,El Paso,1125,31.7553872,-106.3816511,None,11/30/1979,01804,U4,null,null,48141,48
1329355,Alfred,Populated Place,Jim Wells County,Texas,Orange Grove,50,27.8805767,-97.9847231,None,11/30/1979,01816,U5,null,null,48249,48
2011503,Alfred Acres Colonia,Populated Place,Jim Wells County,Texas,Orange Grove,47,27.887243,-97.9783342,None,10/20/2003,null,null,null,null,48249,48
2011504,Alfred Hilltop Estates Colonia,Populated Place,Jim Wells County,Texas,Orange Grove,52,27.9083532,-97.9613894,None,10/20/2003,null,null,null,null,48249,48
2010311,Alfredo Garza Colonia,Populated Place,Cameron County,Texas,Laguna Atascosa,6,26.2234072,-97.4883175,None,10/20/2003,null,null,null,null,48061,48
1379331,Algerita,Populated Place,San Saba County,Texas,Algerita,398,31.2279446,-98.8531003,None,11/30/1979,01828,U6,null,null,48411,48
1329358,Algoa,Populated Place,Galveston County,Texas,Algoa,10,29.4024576,-95.169376,None,11/30/1979,01840,U6,null,null,48167,48
2011347,Algodon Colonia,Populated Place,San Patricio County,Texas,Taft,17,27.966408,-97.4022152,None,10/20/2003,null,null,null,null,48409,48
2010162,Algodon Colonia,Populated Place,El Paso County,Texas,Ysleta,1116,31.6570569,-106.3024812,None,10/20/2003,null,null,null,null,48141,48
1329361,Alice,Populated Place,Jim Wells County,Texas,Alice North,61,27.7522487,-98.0697249,None,11/30/1979,01852,P1,null,null,48249,48
1852683,Alice Acres,Populated Place,Jim Wells County,Texas,Alice South,71,27.7286383,-98.1147259,None,1/18/2000,01858,U5,null,null,48249,48
2011505,Alice Acres Colonia,Populated Place,Jim Wells County,Texas,Alice South,71,27.7253051,-98.1183371,None,10/20/2003,null,null,null,null,48249,48
1329364,Alief,Populated Place,Harris County,Texas,Alief,23,29.7110641,-95.5963337,None,11/30/1979,01876,U6,null,null,48201,48
2010163,Aljo Estates Colonia,Populated Place,El Paso County,Texas,San Elizario,1111,31.6231693,-106.2605353,None,10/20/2003,null,null,null,null,48141,48
1380817,Allamoore,Populated Place,Hudspeth County,Texas,Allamoore,1387,31.0781881,-105.0035538,1/1/1959,11/30/1979,null,null,null,null,48229,48
1329377,Allen,Populated Place,Collin County,Texas,Plano,201,33.1031744,-96.6705503,None,11/30/1979,01924,P1,null,null,48085,48
1377451,Allen Chapel,Populated Place,Houston County,Texas,Kennard,91,31.3724034,-95.1504937,None,12/31/2003,null,null,null,null,48225,48
2472380,Allen Farms,Populated Place,Harris County,Texas,Park Place,13,29.6409,-95.2912,None,7/16/2008,null,null,null,null,48201,48
1381310,Allen Point,Populated Place,Fannin County,Texas,Selfs,195,33.6448254,-95.9077468,None,11/30/1979,null,null,null,null,48147,48
2472381,Allenbrook,Populated Place,Harris County,Texas,Mont Belvieu,7,29.7645,-94.9728,None,7/16/2008,null,null,null,null,48201,48
1329398,Allendale,Populated Place,Harris County,Texas,Pasadena,8,29.6941183,-95.2463238,None,11/30/1979,01936,U4,null,null,48201,48
1379332,Allendale,Populated Place,Wichita County,Texas,Lake Wichita,310,33.8575981,-98.5936679,None,11/30/1979,01948,U4,null,null,48485,48
1351007,Allenfarm,Populated Place,Brazos County,Texas,Millican,61,30.3993738,-96.2438496,None,11/30/1979,01960,U6,null,null,48041,48
1379333,Allenhurst,Populated Place,Matagorda County,Texas,Ashwood,12,29.0094203,-95.8446762,None,11/30/1979,01972,U6,null,null,48321,48
2034676,Allens Chapel,Populated Place,Fannin County,Texas,Selfs,189,33.6473252,-95.9602488,None,2/20/2004,null,null,null,null,48147,48
1329407,Alleyton,Populated Place,Colorado County,Texas,Alleyton,57,29.7066234,-96.4863586,None,11/30/1979,02020,U6,null,null,48089,48
1351027,Allison,Populated Place,Wheeler County,Texas,Allison,794,35.6058803,-100.1006736,None,11/30/1979,02032,U6,null,null,48483,48
1379334,Allison,Populated Place,Wise County,Texas,Slidell,253,33.2665059,-97.42669,None,12/31/2003,null,null,null,null,48497,48
1377924,Allison,Populated Place,Hood County,Texas,Dennis,255,32.540413,-97.9625374,None,11/30/1979,null,null,null,null,48221,48
1379335,Allmon,Populated Place,Floyd County,Texas,Barwise,978,33.8814695,-101.5132186,None,11/30/1979,null,null,null,null,48153,48
1377925,Allred,Populated Place,Yoakum County,Texas,Higginbotham,1108,32.9862143,-102.8879893,None,11/30/1979,null,null,null,null,48501,48
1377926,Alma,Populated Place,Ellis County,Texas,Ennis East,143,32.2854238,-96.5460985,None,11/30/1979,02044,P1,null,null,48139,48
2009913,Alma Colonia,Populated Place,Hidalgo County,Texas,Edinburg,28,26.3364585,-98.1863997,None,10/20/2003,null,null,null,null,48215,48
1329430,Almeda,Populated Place,Harris County,Texas,Almeda,17,29.604122,-95.4171624,None,11/30/1979,02056,U4,null,null,48201,48
2472373,Almeda Genoa,Populated Place,Harris County,Texas,Pearland,14,29.6193,-95.3421,None,7/16/2008,null,null,null,null,48201,48
2472374,Almeda Manor,Populated Place,Harris County,Texas,Almeda,15,29.6174,-95.4276,None,7/16/2008,null,null,null,null,48201,48
1329431,Almeda Plaza,Populated Place,Harris County,Texas,Bellaire,15,29.6343989,-95.4185513,None,11/30/1979,02068,U4,null,null,48201,48
1377927,Almira,Populated Place,Cass County,Texas,Carterville,110,33.1001282,-94.4454748,None,11/30/1979,null,null,null,null,48067,48
1351041,Aloe,Populated Place,Victoria County,Texas,Victoria West,32,28.7666576,-97.0760994,None,11/30/1979,02092,U6,null,null,48469,48
2009914,Aloha Village Colonia,Populated Place,Hidalgo County,Texas,Alton,50,26.2934041,-98.3191821,None,10/20/2003,null,null,null,null,48215,48
1377837,Alpine,Populated Place,Brewster County,Texas,Alpine South,1364,30.3584919,-103.6610115,None,11/30/1979,02104,P1,null,null,48043,48
2472383,Alrion,Populated Place,Harris County,Texas,Bellaire,18,29.661,-95.4454,None,7/16/2008,null,null,null,null,48201,48
1377928,Alsa,Populated Place,Van Zandt County,Texas,Ables Springs,164,32.8184581,-96.0338585,None,11/30/1979,02116,U6,null,null,48467,48
1377929,Alsdorf,Populated Place,Ellis County,Texas,Bristol,122,32.4051418,-96.5358216,None,11/30/1979,02128,U6,null,null,48139,48
2009915,Alsonia Colonia,Populated Place,Hidalgo County,Texas,Faysville,25,26.4383999,-98.1463981,None,10/20/2003,null,null,null,null,48215,48
